original_address,lat,lon,formatted,housenumber,name,county_code,postcode,district,suburb,city,street,county,state,state_code,country,confidence_street_level,confidence_building_level,country_code,confidence_city_level,confidence,attribution,attribution_license,attribution_url
"Đường Số 60,Quận Thủ Đức,TP. Hồ Chí Minh",10.8378883,106.7454765,"Cà Phê Sân Vườn Cá Koi, 60, Đường số 36, Khu phố 17, Ho Chi Minh City, 71221, Vietnam",60,Cà Phê Sân Vườn Cá Koi,,71221,,Khu phố 17,Ho Chi Minh City,Đường số 36,Phường Thủ Đức,,,Vietnam,0.09999999999999999,,vn,0.1111111111111111,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Mỹ,Phường Tân Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 33,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"33, Đường Thạnh Xuân 52, HC, Vietnam",33,,,,,,,Đường Thạnh Xuân 52,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Thới Hòa,TP. Hồ Chí Minh",10.7654613,106.6258808,"Trạm Y Tế Phường Tân Thới Hòa, 149/23, Lý Thánh Tông, Ho Chi Minh City, 72015, Vietnam",149/23,Trạm Y Tế Phường Tân Thới Hòa,,72015,,,Ho Chi Minh City,Lý Thánh Tông,Phường Phú Thạnh,,,Vietnam,,,vn,0.3333333333333333,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Linh Tây,Quận Thủ Đức,TP. Hồ Chí Minh",10.84635,106.74513,"Phường Linh Đông, HC, Vietnam",,,,,,,Phường Linh Đông,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Nguyễn Bình,Huyện Nhà Bè,TP. Hồ Chí Minh",10.6956953,106.7395591,"Nhà Bè, Vietnam",,,,72915,,,Nhà Bè,,Xã Nhà Bè,,,Vietnam,,,vn,0.09,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cây Gõ,Xã An Nhơn Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 1A,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,,,vn,,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bàu Giã,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuyên Phước Cơ,Xã Hồ Tràm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Du Thị Hồi,Xã Hòa Phú,Huyện Củ Chi,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Tỉnh Lộ 15,Xã Phạm Văn Cội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 8,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Sông Lu,Xã Hòa Phú,Huyện Củ Chi,TP. Hồ Chí Minh",10.991186,106.602111,"Sông Lu, HC, Vietnam",,,,,,,,Sông Lu,Cu Chi,Ho Chi Minh,HC,Vietnam,1,,vn,1,0.64,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung An,Xã Trung An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 48,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.884364,106.684199,"48, Đường Thạnh Lộc 40, Ho Chi Minh City, HC, Vietnam",48,,,,,,Ho Chi Minh City,Đường Thạnh Lộc 40,Quan 8,Ho Chi Minh,HC,Vietnam,,0,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 37,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.875854,106.687481,"37, Hẻm 147 Đường Thạnh Lộc 37, Ho Chi Minh City, HC, Vietnam",37,,,,,,Ho Chi Minh City,Hẻm 147 Đường Thạnh Lộc 37,Quan 8,Ho Chi Minh,HC,Vietnam,,0,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 49,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.884364,106.684199,"49, Đường Thạnh Lộc 40, Ho Chi Minh City, HC, Vietnam",49,,,,,,Ho Chi Minh City,Đường Thạnh Lộc 40,Quan 8,Ho Chi Minh,HC,Vietnam,,0,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 19,Phường Thông Tây Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phú Thuận,Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,Ho Chi Minh City,,Quan 7,Ho Chi Minh,HC,Vietnam,,,vn,,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hoàng Hoa Thám,Phường Đức Nhuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Suối Lội,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 2,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 3,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,,,vn,,0.10267089180624715,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quách Điêu,Xã Vĩnh Lộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 8,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,,,vn,,0.10267089180624715,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Phước Thành,TP. Hồ Chí Minh",10.766996928361403,106.9485910590616,"Ho Chi Minh City - Long Thanh - Dau Giay Expressway, Cầu Xéo, Long Thành, 76206, Vietnam",,Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,76206,,Cầu Xéo,Long Thành,Ho Chi Minh City - Long Thanh - Dau Giay Expressway,Xã Long Thành,,,Vietnam,0.014814814814814814,,vn,0.2222222222222222,0.014814814814814814,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Thị Chợ,Phường Phú Thuận,TP. Hồ Chí Minh(Mới)",10.835579840346863,106.67939427175497,"150, Lê Thị Hồng, Ho Chi Minh City, 71400, Vietnam",150,Lê Thị Hồng,,71400,,,Ho Chi Minh City,Lê Thị Hồng,Phường Gò Vấp,,,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Đông Thạnh,TP. Hồ Chí Minh",10.446385765232082,106.31596879694278,"Ho Chi Minh City - Trung Luong Expressway, Đồng Tháp Province, Vietnam",,Ho Chi Minh City - Trung Luong Expressway,,,,,,Ho Chi Minh City - Trung Luong Expressway,Xã Tân Hương,Đồng Tháp Province,,Vietnam,,,vn,0.1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung Mỹ,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trương Văn Đa,Xã Bình Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xã Đôn Thuận,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quán Tre,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Lăng,Xã Tân Phú Trung,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 4,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,,,vn,,0.10267089180624715,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 18,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.018091036558257244,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Trưng Trắc B,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.013093735303581593,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quán Tre,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 359, Phường Phước Long B,Phường Long Bình,Quận 9,TP. Hồ Chí Minh",10.88228745,106.76693634547452,"Chùa Linh Phước, Đường số 11, Khu phố 27, Ho Chi Minh City, 75350, Vietnam",,Chùa Linh Phước,,75350,,Khu phố 27,Ho Chi Minh City,Đường số 11,Phường Linh Xuân,,,Vietnam,,,vn,,0.03473527900499999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bình Khánh,Xã Bình Khánh,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,,,vn,,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 8,Xã Bình Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Suối Lội,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cây Gõ,Xã An Phú,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 22,Xã Phước Thạnh,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Thau,Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hưng Nhơn,Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 14,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"14, Đường Thạnh Xuân 52, HC, Vietnam",14,,,,,,,Đường Thạnh Xuân 52,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh Tham Lương,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,,,vn,,0.08185941043083902,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới An 10,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 904, Phường Hiệp Phú,Phường Long Phước,Quận 9,TP. Hồ Chí Minh",11.025739118177485,106.37185428668161,"Đường số, Tây Ninh Province 89150, Vietnam",,Đường số,,89150,,,,Đường số,Phường An Tịnh,Tây Ninh Province,,Vietnam,0.12000000000000001,,vn,0.18,0.06000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 1, Phường Long Thạnh Mỹ,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",10.84423,106.82119,"Phường Long Thạnh Mỹ, HC, Vietnam",,,,,,,Phường Long Thạnh Mỹ,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Lê Thị Hà,Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 22,Xã Xuân Thới Đông,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Xán,Xã Bình Khánh,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Công Trừng,Xã Nhị Bình,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 28,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.78012,106.609339,"Hẻm 28 đường số 16A, HC, Vietnam",,,,,,,,Hẻm 28 đường số 16A,Binh Tan,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Linh Trung,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Tây Lân,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.845271,106.595757,"Đường Tây Lân 3, HC, Vietnam",,,,,,,,Đường Tây Lân 3,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,,vn,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 28,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.018091036558257244,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Đào Trinh Nhất,Phường Linh Tây,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Số 46A, Phường Tân Tạo,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,Ho Chi Minh,HC,Vietnam,,,vn,,0.09932309688581316,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 13,Phường Linh Tây,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Sông Lu,Xã Phú Hòa Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Văn Mười,Xã Xuân Thới Đông,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đào Thị Thơm,Xã An Nhơn Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Rư,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Đình,Xã An Nhơn Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đào Sư Tích,Xã Phước Lộc,Huyện Nhà Bè,TP. Hồ Chí Minh",10.679154,106.741523,"Trường THPT Dương Văn Dương, Nhà Bè, HC, Vietnam",,,,,,,Nhà Bè,Trường THPT Dương Văn Dương,Nha Be,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tô Ký (Tỉnh Lộ 15 Cũ),Phường Trung Mỹ Tây,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,,,vn,,0.07026384083044983,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Thị Mười,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,,,vn,,0.08452133194588968,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 19,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"19, Quản Bạch, DT, Vietnam",19,,,,,,,Quản Bạch,TP Cao Lanh,Dong Thap,DT,Vietnam,0.041666666666666664,0,vn,0.3333333333333333,0.01875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Lý Nhơn,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lý Nhơn,Xã An Thới Đông,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Văn Hạnh,Xã An Thới Đông,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 22,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"22, Đường Thạnh Xuân 52, HC, Vietnam",22,,,,,,,Đường Thạnh Xuân 52,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hiệp Thành 6,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",10.84285525,106.71265589924187,"Trường Mầm non Hugo House, 1, Đường 6, Khu phố 22, Ho Chi Minh City, 72309, Vietnam",1,Trường Mầm non Hugo House,,72309,,Khu phố 22,Ho Chi Minh City,Đường 6,Phường Hiệp Bình,,,Vietnam,0.13229999999999997,0.09260999999999997,vn,0.3333333333333333,0.08334899999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Thanh Khiết,Thị trấn Tân Túc,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hà Quang Vóc,Xã Bình Khánh,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhất 13,Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.835318,106.613785,"13, Đường Tân Thới Nhất 2, HC, Vietnam",13,,,,,,,Đường Tân Thới Nhất 2,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thới Tam Thôn 17,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.887334,106.617502,"17, Đường Thới Tam Thôn 16, HC, Vietnam",17,,,,,,,Đường Thới Tam Thôn 16,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 120, Phường Tân Phú,Phường Tân Phú,Quận 9,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,Ho Chi Minh,HC,Vietnam,,,vn,,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
