original_address,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,state,state_code,country,country_code,confidence_building_level,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
"Đường Đông Hưng Thuận 9,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,0.07237692136333261,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đường Phạm Văn Đồng,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.775506,106.630609,"Đường Dương Khuê, Ho Chi Minh City, HC, Vietnam",,,Đường Dương Khuê,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường ấp Mỹ Hoà 3,Xã Trung Chánh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.875084,106.565096,"3, Đường Dương Công Khi, HC, Vietnam",,3,Đường Dương Công Khi,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0,0.2222222222222222,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hương Lộ 80B,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 109,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,0.017472585546307307,0.1111111111111111,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 41,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.848745,106.727662,"41, Đường 41, Ho Chi Minh City, HC, Vietnam",,41,Đường 41,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,0,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 44,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"44, Đường Thạnh Xuân 52, HC, Vietnam",,44,Đường Thạnh Xuân 52,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường An Phú Đông 1,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",22.816156,104.986574,"1, Đường An Phú, HG, Vietnam",,1,Đường An Phú,,,,,Ha Giang,Ha Giang,HG,Vietnam,vn,0,0.075,0.2222222222222222,0.16666666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 41,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"41, Quản Bạch, DT, Vietnam",,41,Quản Bạch,,,,,TP Cao Lanh,Dong Thap,DT,Vietnam,vn,0,0.01875,0.3333333333333333,0.041666666666666664,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Phước Lý,Tây Ninh(Mới)",10.64541,106.56835,"Xã Phước Lý, LA, Vietnam",,,,,,,Xã Phước Lý,Can Duoc,Long An,LA,Vietnam,vn,,0.6,0.6,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Thới Tam Thôn 9,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trung Đông 7 (Thới Tam Thôn),Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.901263,106.608708,"7, Đường Trung Đông 10, HC, Vietnam",,7,Đường Trung Đông 10,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuyên Á,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 16,Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.905581,106.595474,"16, Đường Tân Hiệp 31, HC, Vietnam",,16,Đường Tân Hiệp 31,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Ấp 11 (Tổ 12, Ấp 4),Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",11.3664501,107.3885642,"Ấp 4, Vietnam",,,,,,,Ấp 4,Xã Tà Lài,,,Vietnam,vn,,0.027777777777777776,0.1111111111111111,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 23,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"23, Đường Thạnh Xuân 52, HC, Vietnam",,23,Đường Thạnh Xuân 52,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,vn,,0.225,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Văn Đồng,Phường 11,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Bình,Xã Phước Lộc,Huyện Nhà Bè,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Đa Phước,Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,0.1,0.2,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cây Bàng,Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,0.1,0.2,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Nguyễn Thị Định,Phường Phú Mỹ,TP. Hồ Chí Minh(Mới)",10.78496065,106.75759333278125,"Winmart Nguyễn Thị Định, 237, Nguyễn Thị Định, Khu phố 20, Ho Chi Minh City, 08408, Vietnam",Winmart Nguyễn Thị Định,237,Nguyễn Thị Định,08408,,Khu phố 20,Ho Chi Minh City,Phường Bình Trưng,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đông Thạnh 6-3,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.910893,106.650022,"Đường Đông Thạnh 7-2, HC, Vietnam",,,Đường Đông Thạnh 7-2,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,,0.09,0.2222222222222222,0.18,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Giao Thông Hào,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,0.1,0.2,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Phú,Phường 04,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Hưng Thuận 10,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,0.07026384083044983,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 100,,Phường Long Thạnh Mỹ,Quận 9,TP. Hồ Chí Minh",10.778421,106.6422983,"100, Đường Lê Ngã, Ho Chi Minh City, HC 72012, Vietnam",,100,Đường Lê Ngã,72012,,,Ho Chi Minh City,Phường Tân Phú,Ho Chi Minh,HC,Vietnam,vn,,0.15428571428571428,0.2571428571428571,0.15428571428571428,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 47,Phường Thới An,TP. Hồ Chí Minh(Mới)",10.867828,106.677198,"47, Đường Thạnh Xuân 18, Ho Chi Minh City, HC, Vietnam",,47,Đường Thạnh Xuân 18,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,0,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường An Lộc,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,Quán Tre,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thuận Giao 19,Phường Thuận Giao,TP. Hồ Chí Minh(Mới)",10.952165,106.723286,"19, Đường Thuận Giao 24, BI, Vietnam",,19,Đường Thuận Giao 24,,,,,Thuan An,Bin Duong,BI,Vietnam,vn,0,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường DD12,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,0.13611111111111107,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bàu Gốc,Xã Tân Nhựt,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trương Văn Đa,Xã Tân Nhựt,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh 8,Xã Bình Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đường Phạm Văn Đồng,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.775506,106.630609,"Đường Dương Khuê, Ho Chi Minh City, HC, Vietnam",,,Đường Dương Khuê,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 120,Phường Tam Bình,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,0.020156988263984148,0.1111111111111111,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Long Nguyên,TP. Hồ Chí Minh",10.792535895851001,106.81089779937004,"HCMC - Nha Trang Railway, Hẻm 835 Nguyễn Duy Trinh, Ho Chi Minh City, 71350, Vietnam",HCMC - Nha Trang Railway,,Hẻm 835 Nguyễn Duy Trinh,71350,,,Ho Chi Minh City,Phường Long Trường,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 10,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,vn,,0.11200000000000002,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Lâm,Phường Gia Định,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Quế,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,Binh Tan,Ho Chi Minh,HC,Vietnam,vn,,0.225,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 7L,Phường Linh Tây,Quận Thủ Đức,TP. Hồ Chí Minh",10.716148,106.619051,"7, Đường An Dương Vương, Ho Chi Minh City, HC, Vietnam",,7,Đường An Dương Vương,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,,,
"Đường Mai Thị Chửng,Xã Phước Hiệp,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đội Cung (Quân Sự Cũ),Phường 11,Quận 11,TP. Hồ Chí Minh",10.79617735,106.68723102119546,"Rach Mieu Sports Center, 1, Hoa Phượng, Ho Chi Minh City, HC 72210, Vietnam",Rach Mieu Sports Center,1,Hoa Phượng,72210,,,Ho Chi Minh City,Phường Cầu Kiệu,Ho Chi Minh,HC,Vietnam,vn,,0.162,0.81,0.18,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Huỳnh Thị Đồng,Thị trấn Nhà Bè,Huyện Nhà Bè,TP. Hồ Chí Minh",10.697021,106.741527,"Đường Huỳnh Thị Đồng, HC, Vietnam",,,Đường Huỳnh Thị Đồng,,,,,Nha Be,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Xa Lộ Hà Nội,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",10.840843,106.769332,"Đường Song Hành Xa lộ Hà Nội, Ho Chi Minh City, HC, Vietnam",,,Đường Song Hành Xa lộ Hà Nội,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Nghé,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Đức,Xã Long Hòa,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 7B,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.750101,106.608722,"Đường 7B, HC, Vietnam",,,Đường 7B,,,,,Binh Tan,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 297, Phường Phước Long B,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",10.88228745,106.76693634547452,"Chùa Linh Phước, Đường số 11, Khu phố 27, Ho Chi Minh City, 75350, Vietnam",Chùa Linh Phước,,Đường số 11,75350,,Khu phố 27,Ho Chi Minh City,Phường Linh Xuân,,,Vietnam,vn,,0.03473527900499999,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tây Bắc Lân,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 37,Phường Tân Hưng,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,vn,,0.10267089180624715,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Lý Kế Xuyên,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.84635,106.74513,"Phường Linh Đông, HC, Vietnam",,,,,,,Phường Linh Đông,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"đường 20,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,0.018091036558257244,0.1111111111111111,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường ĐT 741,Xã Phước Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường ĐX064,Phường Chánh Hiệp,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 80,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.733252,106.628683,"Đường Số 80, Ho Chi Minh City, HC, Vietnam",,,Đường Số 80,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 3,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,Ho Chi Minh City,,,,Vietnam,vn,,0.45,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 55,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.791394,106.777128,"Đường số 55, Ho Chi Minh City, HC, Vietnam",,,Đường số 55,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 1,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,Ho Chi Minh City,,,,Vietnam,vn,,0.45,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 43,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.8246977,106.7156455,"Công Ty Vận Chuyển - Nhành Mai Mới, 23, Đường Số 2, Khu phố 44, Ho Chi Minh City, 72309, Vietnam",Công Ty Vận Chuyển - Nhành Mai Mới,23,Đường Số 2,72309,,Khu phố 44,Ho Chi Minh City,Phường Hiệp Bình,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 76,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.7146907,106.7293148,"76, Đường Số 23, Ho Chi Minh City, 72915, Vietnam",,76,Đường Số 23,72915,,,Ho Chi Minh City,Phường Tân Mỹ,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 60,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.8378883,106.7454765,"Cà Phê Sân Vườn Cá Koi, 60, Đường số 36, Khu phố 17, Ho Chi Minh City, 71221, Vietnam",Cà Phê Sân Vườn Cá Koi,60,Đường số 36,71221,,Khu phố 17,Ho Chi Minh City,Phường Thủ Đức,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 41,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,Ho Chi Minh City,,,,Vietnam,vn,,0.45,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường D6,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,Ho Chi Minh City,,,,Vietnam,vn,,0.45,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường D12,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,Ho Chi Minh City,,,,Vietnam,vn,,0.45,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 51,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.717612,106.7257621,"51, Đường Số 19, Ho Chi Minh City, 72915, Vietnam",,51,Đường Số 19,72915,,,Ho Chi Minh City,Phường Tân Mỹ,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 92,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.934877,106.53169,"Hèm Số 84 Đường Số 92, HC, Vietnam",,,Hèm Số 84 Đường Số 92,,,,,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 73,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.7410778,106.6726494,"Chùa Bửu Quang, 73, Hồ Thành Biên, Ho Chi Minh City, 73009, Vietnam",Chùa Bửu Quang,73,Hồ Thành Biên,73009,,,Ho Chi Minh City,Phường Chánh Hưng,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Lợi,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.774712883760264,106.70159486279458,"Le Loi Boulevard, Saigon, Ho Chi Minh City, 71006, Vietnam",Le Loi Boulevard,,Le Loi Boulevard,71006,Khu phố 6,Saigon,Ho Chi Minh City,,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Hùng,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.7738288,106.66535375757647,"Center for Elaboration Competency and Innovation in Clinical Simulation - University of Medicine Pham Ngoc Thach, 1, Hẻm 90 Thành Thái, Ho Chi Minh City, 70000, Vietnam",Center for Elaboration Competency and Innovation in Clinical Simulation - University of Medicine Pham Ngoc Thach,1,Hẻm 90 Thành Thái,70000,,,Ho Chi Minh City,Phường Hòa Hưng,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tô Nguyệt Đình,Phường Tân Thành,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 6,Xã Phú Mỹ Hưng,Huyện Củ Chi,TP. Hồ Chí Minh",10.84285525,106.71265589924187,"Trường Mầm non Hugo House, 1, Đường 6, Khu phố 22, Ho Chi Minh City, 72309, Vietnam",Trường Mầm non Hugo House,1,Đường 6,72309,,Khu phố 22,Ho Chi Minh City,Phường Hiệp Bình,,,Vietnam,vn,0.09260999999999997,0.08334899999999999,0.3333333333333333,0.13229999999999997,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 43,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"43, Đường Thạnh Xuân 52, HC, Vietnam",,43,Đường Thạnh Xuân 52,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Thới Hiệp 6,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.861805,106.641198,"6, Đường Tân Thời Hiệp 06, Ho Chi Minh City, HC, Vietnam",,6,Đường Tân Thời Hiệp 06,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,0,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh Nước Đen, Phường An Lạc A,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Dương Công Khi (Đường Liên Xã Tân Hiệp -Tân Thới Nhì-Xuân Thới Thượng-Vĩnh Lộc),Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.875084,106.565096,"Đường Dương Công Khi, HC, Vietnam",,,Đường Dương Công Khi,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Thị Quới,Xã Phú Mỹ Hưng,Huyện Củ Chi,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Phú Hiệp,Xã Phú Mỹ Hưng,Huyện Củ Chi,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Lê Đại Hành,Phường 11,Quận 11,TP. Hồ Chí Minh",10.7646196,106.6556413,"The Emporium Lê Đại Hành, 184, Đường Lê Đại Hành, Ho Chi Minh City, 72415, Vietnam",The Emporium Lê Đại Hành,184,Đường Lê Đại Hành,72415,,,Ho Chi Minh City,Phường Phú Thọ,,,Vietnam,vn,,0.1111111111111111,0.1111111111111111,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Thượng 2,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"2, Đường Xuân Thới Thượng 2, HC, Vietnam",,2,Đường Xuân Thới Thượng 2,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
