original_address,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,state,state_code,country,country_code,confidence_building_level,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
"Đường Ấp Chánh 1,Xã Tân Xuân,Huyện Hóc Môn,TP. Hồ Chí Minh",10.867748,106.598996,"1, Đường Ấp Chánh 9, HC, Vietnam",,1,Đường Ấp Chánh 9,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc Lộ 22,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 2,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.910893,106.650022,"2, Đường Đông Thạnh 7-2, HC, Vietnam",,2,Đường Đông Thạnh 7-2,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09,0.2222222222222222,0.18,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tam Thôn Hiệp,Xã Bình Khánh,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 43,Phường 04,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",Quan 4,,,,,,,Quan 4,Ho Chi Minh,HC,Vietnam,vn,,0.225,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 22,Xã Tân Phú Trung,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 1,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,vn,,0.10267089180624715,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Phạm Văn Đồng,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",10.826213,106.714725,"Đường Phạm Văn Đồng, Ho Chi Minh City, HC, Vietnam",,,Đường Phạm Văn Đồng,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Gò Cát,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,Quan Chin,Quan 9,Ho Chi Minh,HC,Vietnam,vn,,0.1111111111111111,0.2222222222222222,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nội Bộ Lộ Giới 13M,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,vn,,0.1125,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Lợi,Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Văn Sáng,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc lộ 1A,Thị trấn Tân Túc,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,0.1,0.2,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tam Tân,Xã Thái Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Linh,Xã An Phú Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,0.1,0.2,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trịnh Thị Dối,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Lạc,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.72278,106.60472,"An Lac, HC, Vietnam",,,,,,,An Lac,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,0.1,0.2,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Long,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Luông (Nguyễn Ngọc Cung Theo Bảng Giá Đất 2014),Phường 12,Quận 6,TP. Hồ Chí Minh",21.610745,105.807059,"2014, Đường Dương Tự Minh, TY, Vietnam",,2014,Đường Dương Tự Minh,,,,,Thai Nguyen,Thai Nguyen,TY,Vietnam,vn,0,0.0014464285714285714,0.03,0.003214285714285714,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Phước Lộc,Huyện Nhà Bè,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường 591, Phường Tăng Nhơn Phú A,Phường Long Phước,Quận 9,TP. Hồ Chí Minh",20.9790341,105.8650357,"591, Đường Tam Trinh, Hoang Mai Ward, Hanoi, HI 11617, Vietnam",,591,Đường Tam Trinh,11617,,Hoang Mai Ward,Hanoi,Hoan Kiem,Ha Noi,HI,Vietnam,vn,,0.162,0.2222222222222222,0.18,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Thử,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 22,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"22, Đường Xuân Thới Thượng 2, HC, Vietnam",,22,Đường Xuân Thới Thượng 2,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đường 1A, 1B, 1C, 2A, 2B, 3A, 3B, 3C, 3D, 4, 4A, 4B, 5, 5A, 5B, 5C, 6, 6A, 6B, 10, 10A, 10B, 10C, 12, 12A, 12B, 12C, 14, 14A, 14B, 14C, 14D, 14E, 14F, 16, 16A, Thuộc Khu Dân Cư Vĩnh Lộc,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",16.274,107.23283,"1b, Đường A Vầu, TT, Vietnam",,1b,Đường A Vầu,,,,,A Luoi,Thura Thien-Hue,TT,Vietnam,vn,,0.015124416496277158,,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh Nước Đen, Phường An Lạc A,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.793936,106.6103897,"Công An Phường Bình Hưng Hoà A, Tân Kỳ Tân Quý, Ho Chi Minh City, HC 71913, Vietnam",Công An Phường Bình Hưng Hoà A,,Tân Kỳ Tân Quý,71913,,,Ho Chi Minh City,Phường Bình Hưng Hòa,Ho Chi Minh,HC,Vietnam,vn,,0,0.11764705882352941,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đại Lộ 2, Phường Phước Bình,Phường Phước Bình,Quận 9,TP. Hồ Chí Minh",10.77132245,106.70582876734518,"Regional Customs Branch II, 2, Ham Nghi Boulevard, Saigon, Ho Chi Minh City, 72806, Vietnam",Regional Customs Branch II,2,Ham Nghi Boulevard,72806,Khu phố 1,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Ba Sa,Xã Trung Lập Hạ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Khu 10-11,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,Binh Tan,Ho Chi Minh,HC,Vietnam,vn,,0.225,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Chừng, Đường 628,Xã Thái Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Miếu Bình Đông,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.9021534,107.3191025,"Bình Tân, Vietnam",,,,76615,,,Bình Tân,Xã Xuân Phú,,,Vietnam,vn,,0.1111111111111111,0.2222222222222222,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Đức Thọ,Phường An Nhơn,TP. Hồ Chí Minh(Mới)",10.84941195,106.66973703978539,"Trường Mầm non Pathway Tuệ Đức - Cơ sở Lê Đức Thọ, Quận Gò Vấp, 35, Đường số 6, Ho Chi Minh City, 72100, Vietnam","Trường Mầm non Pathway Tuệ Đức - Cơ sở Lê Đức Thọ, Quận Gò Vấp",35,Đường số 6,72100,,,Ho Chi Minh City,Phường An Hội Đông,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Bàu Bàng,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới Tam Thôn 6,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Đông 1,Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.871414,106.586098,"1, Đường Xuân Thới 2, HC, Vietnam",,1,Đường Xuân Thới 2,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0,0.2222222222222222,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường C11,Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,0.1,0.2,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bông Văn Dĩa,Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,0.1,0.2,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Thị Giang,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,0.07689940828402365,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ích Thạnh,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",10.84218035,106.6381370104967,"UBND phường 14, 397, Phan Huy Ich, Ho Chi Minh City, 71509, Vietnam",UBND phường 14,397,Phan Huy Ich,71509,,,Ho Chi Minh City,Phường Tân Sơn,,,Vietnam,vn,,0,0.09,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bình Khánh,Xã Bình Khánh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 3,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.910893,106.650022,"3, Đường Đông Thạnh 7-2, HC, Vietnam",,3,Đường Đông Thạnh 7-2,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09,0.2222222222222222,0.18,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Gò Me,Xã Hiệp Phước,Huyện Nhà Bè,TP. Hồ Chí Minh",10.7376129,106.9451341,"Hiệp Phước, Vietnam",,,,76206,,,Hiệp Phước,Xã Nhơn Trạch,,,Vietnam,vn,,0.25,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nhuận Đức,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 28,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Ngô Thị Thu Minh,Phường 07,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,,,,,,Tan Binh,Ho Chi Minh,HC,Vietnam,vn,,0.225,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Bàu Lâm,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Sông Lu,Xã Bình Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã An Long,TP. Hồ Chí Minh",21.07082,106.4185,"Xã An Lạc, HD, Vietnam",,,,,,,Xã An Lạc,Chi Linh,Hai Duong,HD,Vietnam,vn,,0.09568125000000001,0.38272500000000004,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Xuân Thới Thượng 24,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"24, Đường Xuân Thới Thượng 2, HC, Vietnam",,24,Đường Xuân Thới Thượng 2,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Thời,Xã Quy Đức,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,0.1,0.2,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Song Hành,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tp. Thủ Đức,Phường Linh Xuân,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường số 7B,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường D4,Phường Bến Cát,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,Ho Chi Minh City,,,,Vietnam,vn,,0.45,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cá Lăng,Xã Phú Hòa Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 566,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 3,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Saigon Notre Dame Cathedral,1,Paris Commune Square,71006,Khu phố 3,Saigon,Ho Chi Minh City,,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Ảnh Thủ,Phường Tân Thới Hiệp,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 12A,Xã Nhuận Đức,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 6,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"6, Đường Xuân Thới Thượng 2, HC, Vietnam",,6,Đường Xuân Thới Thượng 2,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 47,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"47, Quản Bạch, DT, Vietnam",,47,Quản Bạch,,,,,TP Cao Lanh,Dong Thap,DT,Vietnam,vn,0,0.01875,0.3333333333333333,0.041666666666666664,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường số 1,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Saigon Notre Dame Cathedral,1,Paris Commune Square,71006,Khu phố 3,Saigon,Ho Chi Minh City,,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh Lộ 750,Xã Long Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Ngô Cát,Phường 07,Quận 3,TP. Hồ Chí Minh",10.7167947,106.7266796,"07, Đường Mỹ Phú 1C, Ho Chi Minh City, 72915, Vietnam",,07,Đường Mỹ Phú 1C,72915,,,Ho Chi Minh City,Phường Tân Mỹ,,,Vietnam,vn,0.027782999999999995,0.027782999999999995,0.1111111111111111,0.027782999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Dương Công Khi,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nhị Bình 10,Xã Nhị Bình,Huyện Hóc Môn,TP. Hồ Chí Minh",10.902585,106.684714,"10, Đường Nhị Bình 19, HC, Vietnam",,10,Đường Nhị Bình 19,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 8,Phường 17,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,0.1,0.2,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Đăng Lưu,Phường 07,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,Quan Phu Nhuan,Phu Nhuan,Ho Chi Minh,HC,Vietnam,vn,,0.1111111111111111,0.2222222222222222,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 22,Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.7048313,106.6449158,"22, Đường số 7, Ho Chi Minh City, 71812, Vietnam",,22,Đường số 7,71812,,,Ho Chi Minh City,Xã Bình Hưng,,,Vietnam,vn,,0.08100000000000002,0.1,0.08100000000000002,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Thới Hiệp 14,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.861805,106.641198,"14, Đường Tân Thời Hiệp 06, Ho Chi Minh City, HC, Vietnam",,14,Đường Tân Thời Hiệp 06,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,0,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thị Trấn Tân Hiệp,Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.11490555,105.28361615023283,"UBND Thị Trấn Tân Hiệp, Lạc Long Quân, Khu phố B, Tân Hiệp, KG, Vietnam",UBND Thị Trấn Tân Hiệp,,Lạc Long Quân,,,Khu phố B,Tân Hiệp,Xã Tân Hiệp,An Giang Province,KG,Vietnam,vn,,0.10206000000000001,0.13999999999999999,0.10206,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hàn Thuyên,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,0.1,0.2,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Hiệp Phước,Huyện Nhà Bè,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường 100, Khu Phố 6, Phường Tân Phú,Phường Long Phước,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,Quan Chin,Quan 9,Ho Chi Minh,HC,Vietnam,vn,,0.02469135802469136,0.2222222222222222,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xương Cá 2,Xã Long Thới,Huyện Nhà Bè,TP. Hồ Chí Minh",10.6956953,106.7395591,"Nhà Bè, Vietnam",,,,72915,,,Nhà Bè,Xã Nhà Bè,,,Vietnam,vn,,0.027777777777777776,0.1111111111111111,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 15, Phường Bình Hưng Hòa,Phường An Lạc A,Quận Bình Tân,TP. Hồ Chí Minh",10.02367355,105.77153394645757,"15, Khu dân cư số 9, Ninh Kiều, Cần Thơ, 94000, Vietnam",,15,Khu dân cư số 9,94000,Phường Ninh Kiều,Ninh Kiều,Cần Thơ,,,,Vietnam,vn,,0.0393824025,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 30,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.747938,106.610152,"Đường số 30, HC, Vietnam",,,Đường số 30,,,,,Binh Tan,Ho Chi Minh,HC,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Văn Trị,Phường Bình Thạnh,TP. Hồ Chí Minh(Mới)",10.8295261,106.6820675,"Co.opmart Phan Văn Trị, 543/1, Phan Van Tri, Go Vap, Ho Chi Minh City, 71400, Vietnam",Co.opmart Phan Văn Trị,543/1,Phan Van Tri,71400,,Go Vap,Ho Chi Minh City,Phường Hạnh Thông,,,Vietnam,vn,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 48,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"48, Đường Thạnh Xuân 52, HC, Vietnam",,48,Đường Thạnh Xuân 52,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nhị Bình 5,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.902585,106.684714,"5, Đường Nhị Bình 19, HC, Vietnam",,5,Đường Nhị Bình 19,,,,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0,0.09999999999999999,0.2222222222222222,0.19999999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
