original_address,lat,lon,formatted,name,housenumber,street,district,postcode,suburb,city,county_code,county,state,confidence_building_level,state_code,country,country_code,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
"Đường Quốc Lộ 55,Xã Long Điền,TP. Hồ Chí Minh(Mới)",10.4851113,107.2119218,"Long Dien, Vietnam",,,,,78107,,Long Dien,,Xã Long Điền,,,,Vietnam,vn,0.05,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lũy Bán Bích,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.761983,106.632427,"Đường Lũy Bán Bích, Ho Chi Minh City, HC, Vietnam",,,Đường Lũy Bán Bích,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Vành Đai Trong,Phường An Lạc,TP. Hồ Chí Minh(Mới)",10.714948,106.641524,"Đường Vành Đai Trong, HC, Vietnam",,,Đường Vành Đai Trong,,,,,,Binh Chanh,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Công Trừng,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Châu Văn Biếc,Phường Phú Mỹ,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Trỗi,Phường Vũng Tàu,TP. Hồ Chí Minh(Mới)",10.79834,106.670795,"Đường Nguyễn Văn Trỗi, Ho Chi Minh City, HC, Vietnam",,,Đường Nguyễn Văn Trỗi,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Thị Kim,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Thị Sáu,Phường Tân Định,TP. Hồ Chí Minh(Mới)",10.7979836,106.6957314811086,"Trường THPT Võ Thị Sáu, 95, Le Van Duyet Street, Gia Dinh, Ho Chi Minh City, 72200, Vietnam",Trường THPT Võ Thị Sáu,95,Le Van Duyet Street,,72200,Gia Dinh,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Huỳnh Thị Na,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Thị Nghỉ,Phường Hạnh Thông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Cộng Hoà,Phường Tân Bình,TP. Hồ Chí Minh(Mới)",10.7670592,106.6610774,"Công viên nội bộ chung cư Hòa Bình, 666/44, Ho Chi Minh City, 72000, Vietnam",Công viên nội bộ chung cư Hòa Bình,666/44,,,72000,,Ho Chi Minh City,,Phường Diên Hồng,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hoàng Bá Huân,Xã Tân An Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Hưng Thuận 2,Phường Đông Hưng Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 2-3-1,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",10.753687,106.6628054,"2, Phu Dong Thien Vuong Street, Cholon, Ho Chi Minh City, 73000, Vietnam",,2,Phu Dong Thien Vuong Street,,73000,Cholon,Ho Chi Minh City,,,,0.03461538461538462,,Vietnam,vn,0.038461538461538464,0.07692307692307693,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cây Gõ,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Sơn,TP. Hồ Chí Minh(Mới)",10.79397,106.62169,"Phường Tân Quý, HC, Vietnam",,,,,,,Phường Tân Quý,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Võ Thị Sáu,Xã Long Điền,TP. Hồ Chí Minh(Mới)",10.4851113,107.2119218,"Long Dien, Vietnam",,,,,78107,,Long Dien,,Xã Long Điền,,,,Vietnam,vn,0.05,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Lai,Phường Bến Thành,TP. Hồ Chí Minh(Mới)",10.771384,106.697225,"Đường Lê Lai, Ho Chi Minh City, HC, Vietnam",,,Đường Lê Lai,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Văn Trị,Phường Vũng Tàu,TP. Hồ Chí Minh(Mới)",10.8295261,106.6820675,"Co.opmart Phan Văn Trị, 543/1, Phan Van Tri, Go Vap, Ho Chi Minh City, 71400, Vietnam",Co.opmart Phan Văn Trị,543/1,Phan Van Tri,,71400,Go Vap,Ho Chi Minh City,,Phường Hạnh Thông,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Hưng Đạo,Phường Cầu Ông Lãnh,TP. Hồ Chí Minh(Mới)",10.752148530081392,106.66291241854556,"Tran Hung Dao Street, Cholon, Ho Chi Minh City, HC 73000, Vietnam",Tran Hung Dao Street,,Tran Hung Dao Street,,73000,Cholon,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lưu Chí Hiếu,Phường Rạch Dừa,TP. Hồ Chí Minh(Mới)",10.81571,106.623681,"Đường Lưu Chí Hiếu, Ho Chi Minh City, HC, Vietnam",,,Đường Lưu Chí Hiếu,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lý Phục Man,Phường Tân Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thành Vĩnh,Phường Trung Mỹ Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Khối,Phường Thông Tây Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Phú Đông 12,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.752702398468472,106.66259183697898,"12, Hẻm 23 Phù Đổng Thiên Vương, Cholon, Ho Chi Minh City, 73000, Vietnam",Hẻm 23 Phù Đổng Thiên Vương,12,Hẻm 23 Phù Đổng Thiên Vương,,73000,Cholon,Ho Chi Minh City,,,,0,,Vietnam,vn,0.01111111111111111,0.02222222222222222,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Suối Lội,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nữ Dân Công,Xã Vĩnh Lộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Thị Hối,Xã Tân An Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Nuôi,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 1,Phường Tân Mỹ,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Minh Khai,Phường Phú Lợi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phú Thuận,Xã Thái Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Hòa Hiệp,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 41,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Hùng,Xã Bình Hưng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Chợ Quán,TP. Hồ Chí Minh(Mới)",,,,,,,,,,,,,,,,,,,,,,,
"Phường Phú Định,TP. Hồ Chí Minh(Mới)",,,,,,,,,,,,,,,,,,,,,,,
"Đường Số 8,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nội Bộ Lộ Giới 13M (Hiệp Thành City),Phường Tân Thới Hiệp,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Viết Chánh,Phường Thạnh Mỹ Tây,TP. Hồ Chí Minh(Mới)",10.789920284776123,106.71102432844748,"Hẻm 47 Phạm Viết Chánh, Ho Chi Minh City, 71006, Vietnam",Hẻm 47 Phạm Viết Chánh,,Hẻm 47 Phạm Viết Chánh,,71006,,Ho Chi Minh City,,Phường Thạnh Mỹ Tây,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Vườn Lài,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.762580972951891,106.67166221763821,"249, Hoa Hao Street, Ho Chi Minh City, 72712, Vietnam",Hoa Hao Street,249,Hoa Hao Street,,72712,,Ho Chi Minh City,,Phường Vườn Lài,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 3,Phường An Lạc,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Quang Sung,Phường Bình Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Bình Lợi Trung,TP. Hồ Chí Minh(Mới)",,,,,,,,,,,,,,,,,,,,,,,
"Đường số 4,Phường An Lạc,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạch Lam,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.7738288,106.66535375757647,"Center for Elaboration Competency and Innovation in Clinical Simulation - University of Medicine Pham Ngoc Thach, 1, Hẻm 90 Thành Thái, Ho Chi Minh City, 70000, Vietnam",Center for Elaboration Competency and Innovation in Clinical Simulation - University of Medicine Pham Ngoc Thach,1,Hẻm 90 Thành Thái,,70000,,Ho Chi Minh City,,Phường Hòa Hưng,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quách Đình Bảo,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hòa Bình,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.7794437,106.6993713562529,"Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Paris Commune Square,,,Khu phố 3,71006,Saigon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Văn Cao,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.804498,106.794057,"Liên Phường, Ho Chi Minh City, HC, Vietnam",,,Liên Phường,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0.09999999999999999,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Ngã,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",18.57920796760399,105.4437815593132,"Ho Chi Minh Highway, Sơn Lễ, Hà Tĩnh Province, Vietnam",Ho Chi Minh Highway,,Ho Chi Minh Highway,,,,Sơn Lễ,,,Hà Tĩnh Province,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Dương Văn Dương,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.7371589,106.6378465,"Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh, 1610, Vo Van Kiet, Ho Chi Minh City, 71910, Vietnam",Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,1610,Vo Van Kiet,,71910,,Ho Chi Minh City,,Phường Bình Tiên,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Gò Dầu,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.795336299999999,106.62994787026284,"Chung cư Gò Dầu 2, Phường Tân Sơn Nhì, Vietnam",Chung cư Gò Dầu 2,,,,,,,,Phường Tân Sơn Nhì,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Niệm,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.7803181,106.697875,"Independence Day Memorial Stele, Alexandre de Rhodes Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Independence Day Memorial Stele,,Alexandre de Rhodes Street,Khu phố 3,71006,Saigon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Kỳ Tân Quý,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lũy Bán Bích,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.761983,106.632427,"Đường Lũy Bán Bích, Ho Chi Minh City, HC, Vietnam",,,Đường Lũy Bán Bích,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đỗ Thị Tâm,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tô Hiệu,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.750291652317058,106.65675232423759,"Vũ Chí Hiếu, Cholon, Ho Chi Minh City, 73000, Vietnam",Vũ Chí Hiếu,,Vũ Chí Hiếu,,73000,Cholon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Khuông Việt,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.776066,106.639348,"Đường Khuông Việt, Ho Chi Minh City, HC, Vietnam",,,Đường Khuông Việt,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh Tân Hoá,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.766966,106.635619,"Đường Kênh Tân Hóa, Ho Chi Minh City, HC, Vietnam",,,Đường Kênh Tân Hóa,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đoàn Hồng Phước,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.778144,106.636505,"Đường Đoàn Hồng Phước, Ho Chi Minh City, HC, Vietnam",,,Đường Đoàn Hồng Phước,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Thúc Hoạch,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.787083,106.624788,"Hẻm 22 Đường Lê Thúc Hoạch, Ho Chi Minh City, HC, Vietnam",,,Hẻm 22 Đường Lê Thúc Hoạch,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lương Trúc Đàm,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.774651,106.630349,"Đường Lương Trúc Đàm, Ho Chi Minh City, HC, Vietnam",,,Đường Lương Trúc Đàm,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lũy Bán Bích,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.761983,106.632427,"Đường Lũy Bán Bích, Ho Chi Minh City, HC, Vietnam",,,Đường Lũy Bán Bích,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hương,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.7894626,106.61856683214779,"Chung Cư Khang Gia Tân Hương, 377, Đường Tân Hương, Ho Chi Minh City, 72011, Vietnam",Chung Cư Khang Gia Tân Hương,377,Đường Tân Hương,,72011,,Ho Chi Minh City,,Phường Phú Thọ Hòa,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Kỳ Tân Quý,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.80418285,106.63760005,"Tân Kỳ Tân Quý, Ho Chi Minh City, 70500, Vietnam",Tân Kỳ Tân Quý,,Tân Kỳ Tân Quý,,70500,,Ho Chi Minh City,,Phường Tân Bình,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phùng Chí Kiên,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thành,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",21.04479175,105.78835043616013,"Ho Chi Minh National Academy of Politics, 419, Hoang Quoc Viet Road, Cầu Giấy District, Hanoi, 10065, Vietnam",Ho Chi Minh National Academy of Politics,419,Hoang Quoc Viet Road,,10065,Cầu Giấy District,Hanoi,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phú Thọ Hoà,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.77414915,106.63038375548214,"Giáo xứ Phú Thọ Hòa, 39, Đường Trần Quang Quá, Ho Chi Minh City, 72031, Vietnam",Giáo xứ Phú Thọ Hòa,39,Đường Trần Quang Quá,,72031,,Ho Chi Minh City,,Phường Phú Thạnh,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Văn Phan,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.804498,106.794057,"Liên Phường, Ho Chi Minh City, HC, Vietnam",,,Liên Phường,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0.09999999999999999,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Tấn,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Ngọc Nhựt,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.791857,106.625424,"Đường Nguyễn Ngọc Nhựt, Ho Chi Minh City, HC, Vietnam",,,Đường Nguyễn Ngọc Nhựt,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Lộ Trạch,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Thiện Lộc,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.779866,106.639587,"Hẻm 123/7 Đường Huỳnh Thiện Lộc, Ho Chi Minh City, HC, Vietnam",,,Hẻm 123/7 Đường Huỳnh Thiện Lộc,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Huỳnh Văn Chính,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.781072850000001,106.64126261777577,"A, Huỳnh Văn Chính, Ho Chi Minh City, 72012, Vietnam",A,,Huỳnh Văn Chính,,72012,,Ho Chi Minh City,,Phường Tân Phú,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh Tân Hoá,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.766966,106.635619,"Đường Kênh Tân Hóa, Ho Chi Minh City, HC, Vietnam",,,Đường Kênh Tân Hóa,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hoàng Văn Hoè,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.793509,106.619643,"Đường Hoàng Văn Hòe, Ho Chi Minh City, HC, Vietnam",,,Đường Hoàng Văn Hòe,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lương Thế Vinh,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.74644635,106.61625690493537,"Trường Tiểu học Lương Thế Vinh, 26, Đường số 16, Ho Chi Minh City, 73118, Vietnam",Trường Tiểu học Lương Thế Vinh,26,Đường số 16,,73118,,Ho Chi Minh City,,Phường An Lạc,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lý Thánh Tông,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.7477912,106.6737018541849,"Trường THCS Lý Thánh Tông, 481, Hưng Phú, Ho Chi Minh City, 73009, Vietnam",Trường THCS Lý Thánh Tông,481,Hưng Phú,,73009,,Ho Chi Minh City,,Phường Chánh Hưng,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
