original_address,lat,lon,formatted,name,postcode,county_code,housenumber,suburb,district,street,confidence_city_level,city,county,state,confidence_street_level,state_code,country,country_code,confidence,confidence_building_level,attribution,attribution_license,attribution_url
"đường Phan Sào Nam,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thống Nhất,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.7770348,106.69548803180103,"Independence Palace, 135, Nam Kỳ Khởi Nghĩa, Ho Chi Minh City, 71006, Vietnam",Independence Palace,71006,,135,,Khu phố 7,Nam Kỳ Khởi Nghĩa,,Ho Chi Minh City,Phường Bến Thành,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Bàu Bàng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Âu Dương Lân,Phường 03,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vĩnh Lộc,Xã Vĩnh Lộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 18, Phường Bình Hưng Hòa,Phường An Lạc,TP. Hồ Chí Minh(Mới)",10.533594403445372,107.20662607575734,"Đường số 18, Ấp Bắc 1, Vietnam",Đường số 18,,,,,Ấp Bắc 1,Đường số 18,,,Phường Tam Long,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tập Đoàn 6B,Phường Tân Tạo,TP. Hồ Chí Minh(Mới)",10.728767,106.597891,"Đường Tập Đoàn 6B, HC, Vietnam",,,,,,,Đường Tập Đoàn 6B,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Lai (Trừ Đất Thuộc Các Kcn) - Đường Loại 4,Phường Bình Dương,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Trọng Tấn,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.8069392,106.61785789193299,"Trường THPT Lê Trọng Tấn, 5, Đường D2, Ho Chi Minh City, 72011, Vietnam",Trường THPT Lê Trọng Tấn,72011,,5,,,Đường D2,,Ho Chi Minh City,Phường Tân Sơn Nhì,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 4 (Kp22),Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.77662715,106.69189644759196,"Cục thuế TP.Hồ Chí Minh, Nguyen Thi Minh Khai, Ho Chi Minh City, 71053, Vietnam",Cục thuế TP.Hồ Chí Minh,71053,,,,Khu phố 1,Nguyen Thi Minh Khai,,Ho Chi Minh City,Phường Bến Thành,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh Nước Đen, Phường Bình Hưng Hòa, Phường Bình Hưng Hòa A,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.793368,106.509418,"Đường Kênh Nước Mắm, HC, Vietnam",,,,,,,Đường Kênh Nước Mắm,,,Binh Chanh,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Huỳnh Tấn Phát,Phường Phú Thuận,TP. Hồ Chí Minh(Mới)",10.7162517,106.7376503,"Chung cư Huỳnh Tấn Phát, 1351, Ho Chi Minh City, Phường Phú Thuận, Vietnam",Chung cư Huỳnh Tấn Phát,,,1351,,,,,Ho Chi Minh City,Phường Phú Thuận,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Chuyên Dùng 9,Phường Phú Thuận,TP. Hồ Chí Minh(Mới)",10.704884,106.738989,"9, Hẻm 44 Đường Chuyên Dùng Chính, HC, Vietnam",,,,9,,,Hẻm 44 Đường Chuyên Dùng Chính,,,Nha Be,Ho Chi Minh,,HC,Vietnam,vn,0,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Chánh Hiệp 25,Phường Trung Mỹ Tây,TP. Hồ Chí Minh(Mới)",10.073836,105.249386,"25, Đường 600, KG, Vietnam",,,,25,,,Đường 600,,,Tan Hiep,Kien Giang,,KG,Vietnam,vn,0,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung Mỹ Tây 2A,Phường Trung Mỹ Tây,TP. Hồ Chí Minh(Mới)",10.864638,106.609374,"2a, Đường Trung Mỹ Tây 1, Ho Chi Minh City, HC, Vietnam",,,,2a,,,Đường Trung Mỹ Tây 1,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hồ Thị Đục (Đường 6D),Xã Tân Vĩnh Lộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Minh Trực,Phường Bình Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Thế Hiển,Phường Bình Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Duy,Phường Chánh Hưng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Mễ Cốc,Phường Phú Định,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phú Định,Phường Phú Định,TP. Hồ Chí Minh(Mới)",10.752434101294684,106.66034529992788,"Đường Phú Đinh, Cholon, Ho Chi Minh City, HC 73000, Vietnam",Đường Phú Đinh,73000,,,Cholon,,Đường Phú Đinh,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Văn Chiêu,Phường An Hội Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hoài Thanh,Phường Phú Định,TP. Hồ Chí Minh(Mới)",10.749502471541907,106.65877760826764,"Trịnh Hoài Đức, Cholon, Ho Chi Minh City, 73000, Vietnam",Trịnh Hoài Đức,73000,,,Cholon,,Trịnh Hoài Đức,,Ho Chi Minh City,,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lưu Hữu Phước,Phường Phú Định,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Phú Giáo,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Thường Tân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Minh Thạnh,TP. Hồ Chí Minh(Mới)",21.3811,105.21058,"Xã Thanh Minh, PT, Vietnam",,,,,,,,,Xã Thanh Minh,Phu Tho,Phu Tho,,PT,Vietnam,vn,0,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Phường Khánh Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Kế Xương,Phường Cầu Kiệu,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hùng Vương,Phường 04,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,,,Quan Nam,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Ảnh Thủ,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lộc An - Hồ Lồ,Xã Phước Hải,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Hà,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Bình Trị Đông,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Ảnh Thủ,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,,,,,,,,Quan 12,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Trực,Phường 07,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 18,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",10.778024,106.607152,"Đường số 18, HC, Vietnam",,,,,,,Đường số 18,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Văn Quế,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nơ Trang Long,Phường 12,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hương Lộ 2,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",10.767441,106.609022,"Hẻm 671 Đường Hương Lộ 2, HC, Vietnam",,,,,,,Hẻm 671 Đường Hương Lộ 2,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường D1,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 15,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vũ Tùng,Phường 02,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nơ Trang Long,Phường 07,Quận Bình Thạnh,TP. Hồ Chí Minh",10.7167947,106.7266796,"07, Đường Mỹ Phú 1C, Ho Chi Minh City, 72915, Vietnam",,72915,,07,,,Đường Mỹ Phú 1C,0.1111111111111111,Ho Chi Minh City,Phường Tân Mỹ,,0.027782999999999995,,Vietnam,vn,0.027782999999999995,0.027782999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình Lợi Trung,TP. Hồ Chí Minh",10.7829067,106.75845158162792,"hớt tóc Trúc Phương, 304, Đường Nguyễn Thị Định, Khu phố 20, Ho Chi Minh City, 08408, Vietnam",hớt tóc Trúc Phương,08408,,304,Khu phố 20,,Đường Nguyễn Thị Định,0.1111111111111111,Ho Chi Minh City,Phường Cát Lái,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hưng Long,Xã An Phú Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,0.2,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,,HC,Vietnam,vn,0.1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 03,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,0.2222222222222222,Quan Phu Nhuan,Phu Nhuan,Ho Chi Minh,,HC,Vietnam,vn,0.2222222222222222,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Quận Thủ Đức,TP. Hồ Chí Minh",10.8641237,106.7457693,"Bệnh viện Quận Thủ Đức, 29, Phu Chau Road, Khu phố 34, Ho Chi Minh City, 75350, Vietnam",Bệnh viện Quận Thủ Đức,75350,,29,Khu phố 34,,Phu Chau Road,0.2222222222222222,Ho Chi Minh City,Phường Tam Bình,,,,Vietnam,vn,0.18,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 14A,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lý Đạo Thành,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 01,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.838707,106.714716,"HNA, 327 Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, TPHCM, Ho Chi Minh City, HC 700000, Vietnam",HNA,700000,,,,,"327 Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, TPHCM",,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 702 Hồng Bàng,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",Quan 11,,,,,,,,,Quan 11,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dc9,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",20.918509,105.399825,"Ky Son, Vietnam",Ky Son,,,,,,,,,Ky Son,Hoa Binh,,HO,Vietnam,vn,0.025,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trường Chinh,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",21.06859,105.81918,"Tay Ho, Vietnam",Tay Ho,,,,,,,,,Tay Ho,Ha Noi,,HI,Vietnam,vn,0.027777777777777776,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Trịnh Đình Trọng,Phường Phú Trung,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",Tan Phu,,,,,,,,,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh Tân Hoá,Phường Phú Trung,Quận Tân Phú,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Tân Sơn Nhì,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường N1,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",10.697172,106.64433,"Đường N1, HC, Vietnam",,,,,,,Đường N1,0.35720999999999997,,Binh Chanh,Ho Chi Minh,0.35720999999999997,HC,Vietnam,vn,0.17860499999999999,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Độc Lập,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Long,Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",Tan Phu,,,,,,,,,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Kỳ Tân Quý,Phường Tân Sơn Nhì,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường B3,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dân Chủ,Phường Tân Thành,Quận Tân Phú,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Nguyễn Sơn,Phường Phú Thọ Hòa,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",Tan Phu,,,,,,,,,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phó Cơ Điều,Phường 12,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,,,Quan Nam,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lưu Chí Hiếu,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Kỳ Tân Quý,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Kỳ Tân Quý,Phường Tân Thành,Quận Tân Phú,TP. Hồ Chí Minh",11.3292091,106.6735977,"QA-Tân Long Quán - -Tân Long- phú giáo-Bình dương-0916684866, Đường tỉnh 750, Khu phố Bàu Lòng, Ấp 3, BI, Vietnam",QA-Tân Long Quán - -Tân Long- phú giáo-Bình dương-0916684866,,,,Khu phố Bàu Lòng,,Đường tỉnh 750,0.08819999999999999,Ấp 3,Xã An Long,Bin Duong,,BI,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hồ Đắc Di,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 3/2,Phường 14,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,,,,,,,,Quan 10,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lý Thường Kiệt,Phường 14,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, HC 72000, Vietnam",Quan 10,72000,,,,,,,Ho Chi Minh City,Quan 10,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cao Thắng,Phường 12,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,,,,,,,,Quan 10,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 20, Phường Bình Hưng Hòa A,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.78527,106.60761,"Phường Bình Hưng Hòa A, HC, Vietnam",,,,,,,,0.5904900000000002,Phường Bình Hưng Hòa A,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0.14762250000000005,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Nguyễn Ngọc Lộc,Phường 14,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,,,,,,,,Quan 10,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hòa Hưng,Phường 12,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,,,,,,,,Quan 10,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 3/2,Phường 12,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,,,,,,,,Quan 10,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Sư Vạn Hạnh,Phường 12,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,,,,,,,,Quan 10,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Quới,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.9021534,107.3191025,"Bình Tân, Vietnam",,76615,,,,,,0.2222222222222222,Bình Tân,Xã Xuân Phú,,,,Vietnam,vn,0.1111111111111111,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Đại Nghĩa,Phường Tân Tạo A,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đất Mới (Trước Đây Là Đường Bình Trị Đông),Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",21.1160267,105.7617368,"Trước đường vào Nghĩa trang liệt sỹ xã Võng La khoảng 70m, Ngõ 5 Mai Châu, Đại Mạch, HI 11909, Vietnam",Trước đường vào Nghĩa trang liệt sỹ xã Võng La khoảng 70m,11909,,,,,Ngõ 5 Mai Châu,0.2222222222222222,Đại Mạch,Thien Loc Commune,Ha Noi,,HI,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tên Lửa,Phường An Lạc A,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Quới,Phường Bình Trị Đông A,Quận Bình Tân,TP. Hồ Chí Minh",10.776324,106.606104,"Đường Lê Văn Quới, HC, Vietnam",,,,,,,Đường Lê Văn Quới,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
