original_address,lat,lon,formatted,name,postcode,county_code,housenumber,suburb,district,street,confidence_city_level,city,county,state,confidence_street_level,state_code,country,country_code,confidence,confidence_building_level,attribution,attribution_license,attribution_url
"Đường Lê Hồng Phong,Phường 15,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,,,,,,,,Quan 10,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đình Tân Khai, Phường Bình Trị Đông,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",19.80512439180505,105.77536508111233,"Minh Khai, Ba Đình, Thanh Hóa, Thanh Hóa Province 45000, Vietnam",Minh Khai,45000,,,Ba Đình,,Minh Khai,0.027777777777777776,Thanh Hóa,,Thanh Hóa Province,0.006944444444444444,,Vietnam,vn,0.037209374999999996,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hương lộ 80,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0.08771441300957897,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Công Phép,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.72278,106.60472,"An Lac, HC, Vietnam",,,,,,,,0.2,An Lac,Binh Chanh,Ho Chi Minh,,HC,Vietnam,vn,0.1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Tấn Bê,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Trương Phước Phan,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",10.76028,106.59806,"Binh Tri Dong, HC, Vietnam",,,,,,,,,Binh Tri Dong,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 14, Khu Dân Cư An Lạc - Bình Trị Đông (Phường An Lạc A, Phường Bình Trị Đông B),Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",20.801672,105.336275,"Đường An Dương Vương, HO, Vietnam",,,,,,,Đường An Dương Vương,0.39690000000000003,,Hoa Binh,Hoa Binh,0.28934010000000004,HO,Vietnam,vn,0.023385163733570944,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 7 Khu Dân Cư Nam Long,Phường An Lạc A,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Quang Định,Phường 11,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 3, Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Thạnh Xuân 22,Phường Thới An,TP. Hồ Chí Minh(Mới)",10.867828,106.677198,"22, Đường Thạnh Xuân 18, Ho Chi Minh City, HC, Vietnam",,,,22,,,Đường Thạnh Xuân 18,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,0.1111111111111111,Thu Duc,Thu Duc,Ho Chi Minh,,HC,Vietnam,vn,0.05555555555555555,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 43,Phường Thới An,TP. Hồ Chí Minh(Mới)",10.77831675,106.68345050404938,"Trường tiểu học quốc tế Tây Úc, 43, Nguyen Thong, Ho Chi Minh City, 70001, Vietnam",Trường tiểu học quốc tế Tây Úc,70001,,43,,,Nguyen Thong,,Ho Chi Minh City,Phường Xuân Hòa,,,,Vietnam,vn,0,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tam Đảo,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,,,,,,,,Quan 10,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Định,TP. Hồ Chí Minh",10.7853341,106.6972038,"Consulate General of Indonesia, Phung Khac Khoan Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Consulate General of Indonesia,71006,,,Saigon,,Phung Khac Khoan Street,0.2222222222222222,Ho Chi Minh City,Phường Tân Định,,,,Vietnam,vn,0.2222222222222222,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Đông Hưng Thuận,TP. Hồ Chí Minh",10.8408822,106.62417312382021,"Trạm Y tế phường Tân Hưng Thuận, Đường DD7, Ho Chi Minh City, 71509, Vietnam",Trạm Y tế phường Tân Hưng Thuận,71509,,,,,Đường DD7,,Ho Chi Minh City,Phường Đông Hưng Thuận,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nhuận Đức,Xã Nhuận Đức,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tp. Thủ Đức,Phường Bình Trưng Tây,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"đường Trần Mai Ninh,Phường 12,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,,,,,,,,Tan Binh,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 25,Phường Thới An,TP. Hồ Chí Minh(Mới)",10.881676,106.677283,"25, Đường Thạnh Xuân 25, Ho Chi Minh City, HC, Vietnam",,,,25,,,Đường Thạnh Xuân 25,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Cư Trinh,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,,Quan 1,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 16,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,0.1111111111111111,Thu Duc,Thu Duc,Ho Chi Minh,,HC,Vietnam,vn,0.018091036558257244,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Linh,Phường 11,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 11,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,,,,,,,,Quan 3,Ho Chi Minh,,HC,Vietnam,vn,0.45,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hiệp Thành 17,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",10.7475244,106.7193239,"12, Đường Số 17, Ho Chi Minh City, HC, Vietnam",,,,12,,,Đường Số 17,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,0,,,
"Đường Tân Sơn,Phường 12,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,0.2,Go Vap,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0.1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Thung,Phường Đông Hòa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Lạc Long Quân,Phường 10,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,,,,,,,,Tan Binh,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Dương Vương,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.6374097,107.11391750852212,"Hac Dich Ward Cultural Centre, An Dương Vương, Khu phố 5, Vietnam",Hac Dich Ward Cultural Centre,,,,,Khu phố 5,An Dương Vương,0.18,,Phường Tân Thành,,0.18,,Vietnam,vn,0.09,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thoại Ngọc Hầu,Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",Tan Phu,,,,,,,,,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 38,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,0.1111111111111111,Thu Duc,Thu Duc,Ho Chi Minh,,HC,Vietnam,vn,0.018091036558257244,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Tấn Phát,Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",Quan 7,,,,,,,,,Quan 7,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Phường Phú Hữu,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",20.791451,106.6398593,"Phường Phù Liễn, Hải Phòng, Vietnam",,,,,Phường Phù Liễn,Kiến An District,,0.25,Hải Phòng,,,,,Vietnam,vn,0.0625,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bình Lợi,Phường 13,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thành Công,Phường Tân Thành,Quận Tân Phú,TP. Hồ Chí Minh",10.8103795,106.62620242414233,"Nhà thi đấu Tây Thạnh - Quận Tân Phú, 97, Đường Dương Đức Hiền, Ho Chi Minh City, HC 70000, Vietnam",Nhà thi đấu Tây Thạnh - Quận Tân Phú,70000,,97,,,Đường Dương Đức Hiền,,Ho Chi Minh City,Phường Tây Thạnh,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Văn Trị,Phường 16,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,0.2,Go Vap,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0.1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Chu Văn An,Phường 12,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0.1101719008264463,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Khối,Phường 9,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,0.2,Go Vap,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0.1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Sỹ,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,,,,,,,,Quan 3,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,,,Quan Nam,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hàm Nghi,Quận 1,TP. Hồ Chí Minh",10.7707963,106.7001852,"137 Hàm Nghi, 135-137, Ham Nghi Boulevard, Ho Chi Minh City, 71010, Vietnam",137 Hàm Nghi,71010,,135-137,,Khu phố 3,Ham Nghi Boulevard,0.2222222222222222,Ho Chi Minh City,Phường Bến Thành,,0.2222222222222222,,Vietnam,vn,0.2222222222222222,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Văn Ngữ,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",10.881058,106.638714,"Hiệp Thành 12, Ho Chi Minh City, HC, Vietnam",,,,,,,Hiệp Thành 12,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Ho Chi Minh City, HC, Vietnam",,70150,,,,,,0.2222222222222222,Ho Chi Minh City,Phu Nhuan,Ho Chi Minh,,HC,Vietnam,vn,0.2222222222222222,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cống Lở,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,,,,,,,,Tan Binh,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Diên Hồng,Phường 01,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,,,,,,,,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Đăng Lưu,Phường 03,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,0.2222222222222222,Quan Phu Nhuan,Phu Nhuan,Ho Chi Minh,,HC,Vietnam,vn,0.1111111111111111,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Điểm 8,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",21.075505,105.774095,"8, đường 8, HI, Vietnam",,,,8,,,đường 8,0.1111111111111111,,Tu Liem,Ha Noi,0.04409999999999999,HI,Vietnam,vn,0.019844999999999998,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",Quan 6,,,,,,,,,Quan 6,Ho Chi Minh,,HC,Vietnam,vn,0.45,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xóm Chiếu,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",Quan 4,,,,,,,,,Quan 4,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 50,Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,0.2,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,,HC,Vietnam,vn,0.1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Thành,TP. Hồ Chí Minh",10.7654613,106.6258808,"Trạm Y Tế Phường Tân Thới Hòa, 149/23, Lý Thánh Tông, Ho Chi Minh City, 72015, Vietnam",Trạm Y Tế Phường Tân Thới Hòa,72015,,149/23,,,Lý Thánh Tông,0.3333333333333333,Ho Chi Minh City,Phường Phú Thạnh,,0.08334899999999998,,Vietnam,vn,0.08334899999999998,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 42,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",10.8246977,106.7156455,"Công Ty Vận Chuyển - Nhành Mai Mới, 23, Đường Số 2, Khu phố 44, Ho Chi Minh City, 72309, Vietnam",Công Ty Vận Chuyển - Nhành Mai Mới,72309,,23,Khu phố 44,,Đường Số 2,0.3,Ho Chi Minh City,Phường Hiệp Bình,,0.27,,Vietnam,vn,0.12063829787234043,0.08526315789473685,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Âu Cơ,Phường 09,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,,,,,,,,Tan Binh,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,,,,,Quán Tre,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 12,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,,,,,,,,Tan Binh,Ho Chi Minh,,HC,Vietnam,vn,0.45,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Hưng Thuận 21,Phường Tân Hưng Thuận,Quận 12,TP. Hồ Chí Minh",20.91085355,106.3330180417995,"Phường Tân Hưng, Hải Phòng, Vietnam",,,,,,Phường Tân Hưng,,0.2222222222222222,Hải Phòng,,Phường Tân Hưng,,,Vietnam,vn,0.05555555555555555,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cây Trâm,Phường 9,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,0.2,Go Vap,Binh Thanh,Ho Chi Minh,,HC,Vietnam,vn,0.1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Bà Rịa,TP. Hồ Chí Minh",10.5075847,107.1947669,"Phương Dung, Võ Văn Kiệt, Khu phố 2, BV 78106, Vietnam",Phương Dung,78106,,,,Khu phố 2,Võ Văn Kiệt,0.2,,Phường Tam Long,Ba Ria-Vung Tau,,BV,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc Lộ 1A,Phường Thới An,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Búp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,,,,,,,,Quan 12,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 33,Phường Thới An,TP. Hồ Chí Minh(Mới)",10.889846,106.674855,"33, Đường Thạnh Xuân 33, Ho Chi Minh City, HC, Vietnam",,,,33,,,Đường Thạnh Xuân 33,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tân Sơn Nhì,TP. Hồ Chí Minh",10.80120174044299,106.63889747948271,"HCMC Metro Line 2 (Ben Thanh - Suoi Tien Section) - Construction, Đặng Thế Phong, Ho Chi Minh City, 72011, Vietnam",HCMC Metro Line 2 (Ben Thanh - Suoi Tien Section) - Construction,72011,,,,,Đặng Thế Phong,,Ho Chi Minh City,Phường Tân Sơn Nhì,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cô Bắc,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,,,,,,,,Quan 1,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 02,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,0.2222222222222222,Quan Phu Nhuan,Phu Nhuan,Ho Chi Minh,,HC,Vietnam,vn,0.2222222222222222,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Phước Long A,Quận 9,TP. Hồ Chí Minh",10.81196,106.77065,"Phường Phước Bình, HC, Vietnam",,,,,,,,0.2222222222222222,Phường Phước Bình,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0.05555555555555555,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Hà Huy Giáp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",Quan 12,,,,,,,,,Quan 12,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Long Hòa,TP. Hồ Chí Minh",11.28510807302186,106.52217784511403,"Chon Thanh - Duc Hoa Expressway, Hố Muống, Vietnam",Chon Thanh - Duc Hoa Expressway,,,,,,Chon Thanh - Duc Hoa Expressway,0.14285714285714285,Hố Muống,Xã Long Hòa,,0.011904761904761904,,Vietnam,vn,0.011904761904761904,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 38,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.7847293,106.6784166,"38, Trần Quang Diệu, Ho Chi Minh City, 70150, Vietnam",,70150,,38,,,Trần Quang Diệu,,Ho Chi Minh City,Phường Nhiêu Lộc,,,,Vietnam,vn,0,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Quận Tân Phú,TP. Hồ Chí Minh",10.8104797,106.62645888327299,"Trung tâm VH - TDTT Quận Tân Phú, 97, Đường Dương Đức Hiền, Ho Chi Minh City, 70000, Vietnam",Trung tâm VH - TDTT Quận Tân Phú,70000,,97,,,Đường Dương Đức Hiền,0.2222222222222222,Ho Chi Minh City,Phường Tây Thạnh,,,,Vietnam,vn,0.1458,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,,0.2222222222222222,Quan Chin,Quan 9,Ho Chi Minh,,HC,Vietnam,vn,0.2222222222222222,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Đăng Giảng,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thành Thái,Quận 10,TP. Hồ Chí Minh",10.7149419,106.7292338,"10, Đường Nội Khu Mỹ Thái 3, Ho Chi Minh City, 72915, Vietnam",,72915,,10,,,Đường Nội Khu Mỹ Thái 3,0.1111111111111111,Ho Chi Minh City,Phường Tân Mỹ,,0.013888888888888888,,Vietnam,vn,0.013888888888888888,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình Hưng Hòa,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Hiến Lê,Phường Tân Bình,TP. Hồ Chí Minh(Mới)",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,72806,,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",,,Nguyen Huu Hao Street,,Ho Chi Minh City,Phường Khánh Hội,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 48C,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.753314,106.597117,"Đường số 48C, HC, Vietnam",,,,,,,Đường số 48C,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Thị trấn Tân Túc,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,,,0.2,Tan Tuc,Binh Chanh,Ho Chi Minh,,HC,Vietnam,vn,0.11063829787234043,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 21B,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",Binh Tan,,,,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 3/2,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",Quan 11,,,,,,,,,Quan 11,Ho Chi Minh,,HC,Vietnam,vn,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Thuận,TP. Hồ Chí Minh",10.8408822,106.62417312382021,"Trạm Y tế phường Tân Hưng Thuận, Đường DD7, Ho Chi Minh City, 71509, Vietnam",Trạm Y tế phường Tân Hưng Thuận,71509,,,,,Đường DD7,,Ho Chi Minh City,Phường Đông Hưng Thuận,,,,Vietnam,vn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đô Đốc Long,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,,Quan Tan Phu,Tan Phu,Ho Chi Minh,,HC,Vietnam,vn,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8644079,106.7455702173566,"Bệnh viện Thành phố Thủ Đức, 29, Phu Chau Road, Khu phố 34, Ho Chi Minh City, 75350, Vietnam",Bệnh viện Thành phố Thủ Đức,75350,,29,Khu phố 34,,Phu Chau Road,0.2222222222222222,Ho Chi Minh City,Phường Tam Bình,,,,Vietnam,vn,0.18,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
