original_address,lat,lon,formatted,postcode,housenumber,county_code,street,district,city,suburb,name,county,state,state_code,confidence_building_level,confidence_city_level,country,confidence_street_level,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Hương Lộ 11,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 6, Phường Long Bình,Phường Long Thạnh Mỹ,Quận 9,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,,Quán Tre,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Chánh Hưng,Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cây Trâm,Phường 8,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Ngay (Đường Ấp 1),Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Công Khi,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tam Đông 1,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.898455,106.609994,"1, Đường Tam Đông 1, HC, Vietnam",,1,,Đường Tam Đông 1,,,,,Hoc Mon,Ho Chi Minh,HC,0,0.2222222222222222,Vietnam,0.19999999999999998,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Chánh Hiệp 1,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"1, Quản Bạch, DT, Vietnam",,1,,Quản Bạch,,,,,TP Cao Lanh,Dong Thap,DT,0,0.3333333333333333,Vietnam,0.027777777777777776,vn,0.013888888888888888,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 28,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 1 (Kcn An Hạ),Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 4-2,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.7614399,106.68215374038462,"Ho Chi Minh City University of Pedagogy, 280, An Duong Vuong Street, Ho Chi Minh City, 72712, Vietnam",72712,280,,An Duong Vuong Street,,Ho Chi Minh City,,Ho Chi Minh City University of Pedagogy,Phường An Đông,,,0.0006038647342995169,0.1111111111111111,Vietnam,0.027777777777777776,vn,0.013888888888888888,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Văn Hai,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hồ Văn Tắng,Xã Phú Hòa Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quang Trung (Nối Dài),Phường Hiệp Phú,Quận 9,TP. Hồ Chí Minh",21.0165298,105.8494616,"Gốm Quang, 95, Phố Bà Triệu, Hai Bà Trưng District, Hanoi, 10185, Vietnam",10185,95,,Phố Bà Triệu,,Hanoi,Hai Bà Trưng District,Gốm Quang,Hai Ba Trung Ward,,,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Các Đường Số 4A, 5A, 6A, 6B, 7A, 8B, 8C, 12, 12A, 12B, 16, 18, 19A, 19B, 19C, 19D, 19E, 19F, 21, 21A, 21E, 23, 25, 25A, 26, 28A, 31, 31A, 32B, 33A, 33B, 34B, 39 Thuộc Khu Dân Cư Bình Trị Đông B (P. Btđ B, P. An Lạc A),Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.741169,106.54158,"39, Đường Số 4A, HC, Vietnam",,39,,Đường Số 4A,,,,,Binh Chanh,Ho Chi Minh,HC,,0.63,Vietnam,0.63,vn,0.025857932880482826,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hồ Biểu Chánh,Phường 10,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,Quan Phu Nhuan,,,Phu Nhuan,Ho Chi Minh,HC,,0.2222222222222222,Vietnam,,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Chợ Lớn,Phường 11,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,,,,,,,Quan 6,Quan 6,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Tâm (Đường Tập Đoàn 16),Xã Đa Phước,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trung Viết,Xã Phước Hiệp,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Tiến,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,,,,,,,Quan 12,Quan 12,Ho Chi Minh,HC,,,Vietnam,,vn,0.10360331632653062,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhì 1,Xã Tân Thới Nhì,Huyện Hóc Môn,TP. Hồ Chí Minh",10.888193,106.577997,"1, Đường Tân Thới Nhì 1, HC, Vietnam",,1,,Đường Tân Thới Nhì 1,,,,,Hoc Mon,Ho Chi Minh,HC,0,0.2222222222222222,Vietnam,0.19999999999999998,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 490,Xã Phạm Văn Cội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Thị Sáu,Phường Võ Thị Sáu,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,,,,,,,Quan 3,Quan 3,Ho Chi Minh,HC,,,Vietnam,,vn,0.07777777777777779,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Quang Diệu,Phường 13,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,,,,,,,Quan 3,Quan 3,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Thị Hè,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,,,,,,,Quan 12,Quan 12,Ho Chi Minh,HC,,,Vietnam,,vn,0.09025,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Sơn,Xã Xuân Thới Sơn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hứa Thị Hôn,Xã An Phú,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Khắc Chân,Phường Tân Định,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,,,,,,,Quan 1,Quan 1,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Khiêm Ích (R.2101),Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,,,,,,Quan 7,Quan 7,Ho Chi Minh,HC,,,Vietnam,,vn,0.05206611570247933,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Bình Đường 2,Phường Tam Phú,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.01688531392639407,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Mễ Cốc,Phường 15,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Cát Lợi,Xã Phú Xuân,Huyện Nhà Bè,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Giác Đạo,Xã Trung Chánh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 41,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,,,,,,Quan 7,Quan 7,Ho Chi Minh,HC,,,Vietnam,,vn,0.0984375,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Xuân Hợp,Phường Phước Bình,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,Quan Chin,,,Quan 9,Ho Chi Minh,HC,,0.2222222222222222,Vietnam,,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tổ 12 Ấp 4,Xã Đa Phước,Huyện Bình Chánh,TP. Hồ Chí Minh",10.66513,106.556862,"12, Đường Tổ 23, HC, Vietnam",,12,,Đường Tổ 23,,,,,Binh Chanh,Ho Chi Minh,HC,0,0.2,Vietnam,0.18000000000000002,vn,0.09000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 14,Phường Tân Hưng,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,,,,,,Quan 7,Quan 7,Ho Chi Minh,HC,,,Vietnam,,vn,0.10267089180624715,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới Tam Thôn 11,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.887334,106.617502,"11, Đường Thới Tam Thôn 16, HC, Vietnam",,11,,Đường Thới Tam Thôn 16,,,,,Hoc Mon,Ho Chi Minh,HC,0,0.2222222222222222,Vietnam,0.19999999999999998,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung Đông 7,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.901263,106.608708,"7, Đường Trung Đông 10, HC, Vietnam",,7,,Đường Trung Đông 10,,,,,Hoc Mon,Ho Chi Minh,HC,0,0.2222222222222222,Vietnam,0.19999999999999998,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lò Siêu,Phường 16,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,,,,,,,Quan 11,Quan 11,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Huyện Thanh Quan,Phường Bến Nghé,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,,,,,,,Quan 1,Quan 1,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vĩnh Lộc B,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tô Ký,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,,,,,,,Quan 12,Quan 12,Ho Chi Minh,HC,,,Vietnam,,vn,0.11141975308641977,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường  Số 16,Phường 01,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 100,,Phường Hiệp Phú,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,Quan Chin,,,Quan 9,Ho Chi Minh,HC,,0.2222222222222222,Vietnam,,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 1A,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 2 CX Đô Thành,Phường 01,Quận 3,TP. Hồ Chí Minh",10.7177125,106.7267415,"01, Đường Mỹ Phú 1A, Ho Chi Minh City, 72915, Vietnam",72915,01,,Đường Mỹ Phú 1A,,Ho Chi Minh City,,,Phường Tân Mỹ,,,0.027782999999999995,0.1111111111111111,Vietnam,0.027782999999999995,vn,0.027782999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Công Lý,Phường Bình Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.01943067033976125,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Lê Quý Đôn,Phường Bình Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.017472585546307307,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Bác Ái,Phường Bình Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.020156988263984148,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hương Lộ 2,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.9021534,107.3191025,"Bình Tân, Vietnam",76615,,,,,Bình Tân,,,Xã Xuân Phú,,,,0.2222222222222222,Vietnam,,vn,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 100,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",21.203931,106.467172,"Đường tỉnh 398B, HD, Vietnam",,,,Đường tỉnh 398B,,,,,Chi Linh,Hai Duong,HD,,0.34445250000000005,Vietnam,0.095699238075,vn,0.0478496190375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Công Hớn,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 7,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.74623,106.588215,"Đường số 7, HC, Vietnam",,,,Đường số 7,,,,,Binh Tan,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 23,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Phú Đông 11,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",10.844917,106.814926,"11, Đường 11, Ho Chi Minh City, HC, Vietnam",,11,,Đường 11,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,0,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 13,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 81,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,,,,,,Quan 7,Quan 7,Ho Chi Minh,HC,,,Vietnam,,vn,0.0984375,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Siêng,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Lừa,Xã Tân An Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 100,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.015796231598435302,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 7,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Trần Thị Đẳng,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xóm Chiếu,Phường 16,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, HC 72806, Vietnam",72806,,,,,Ho Chi Minh City,,Quan 4,Quan 4,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh 12,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Giáp Hải,Xã Trung Lập Hạ,Huyện Củ Chi,TP. Hồ Chí Minh",12.738327,108.7520182,"Hai, Đắk Lắk Province, Vietnam",,,,,,Hai,,,Xã Cư M'ta,Đắk Lắk Province,,,0.3969,Vietnam,,vn,0.02480625,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 100,,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,Quan Chin,,,Quan 9,Ho Chi Minh,HC,,0.2222222222222222,Vietnam,,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 39,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.8476685,106.7908181,"39, Đường 385, Khu phố 15, Ho Chi Minh City, HC 71300, Vietnam",71300,39,,Đường 385,,Ho Chi Minh City,Khu phố 15,a,Phường Tăng Nhơn Phú,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuyên Á,Xã Phước Thạnh,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Cây Dương,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,,,,,,,Quan 12,Quan 12,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 19/1,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Phú 1,Phường 11,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,,,,,,,Quan 6,Quan 6,Ho Chi Minh,HC,,,Vietnam,,vn,0.1125,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Xã,Xã Tân Thới Nhì,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới Tam Thôn 14,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.887334,106.617502,"14, Đường Thới Tam Thôn 16, HC, Vietnam",,14,,Đường Thới Tam Thôn 16,,,,,Hoc Mon,Ho Chi Minh,HC,0,0.2222222222222222,Vietnam,0.19999999999999998,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 19/1,Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 12A,Xã Phú Hòa Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Long Phước,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,Quan Chin,,,Quan 9,Ho Chi Minh,HC,,0.2222222222222222,Vietnam,,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Đông 1,Xã Xuân Thới Đông,Huyện Hóc Môn,TP. Hồ Chí Minh",10.871414,106.586098,"1, Đường Xuân Thới 2, HC, Vietnam",,1,,Đường Xuân Thới 2,,,,,Hoc Mon,Ho Chi Minh,HC,0,0.2222222222222222,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 18B,Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 1,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.857589350000001,106.74471592868673,"Hội dòng nữ Đa Minh Rosa Lima - Tu viện Thánh Martino, Road No.8, Khu phố 1, Ho Chi Minh City, 75350, Vietnam",75350,,,Road No.8,,Ho Chi Minh City,Khu phố 1,Hội dòng nữ Đa Minh Rosa Lima - Tu viện Thánh Martino,Phường Hiệp Bình,,,,0.3333333333333333,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Chánh Hiệp 7,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"7, Quản Bạch, DT, Vietnam",,7,,Quản Bạch,,,,,TP Cao Lanh,Dong Thap,DT,0,0.3333333333333333,Vietnam,0.027777777777777776,vn,0.013888888888888888,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
