original_address,lat,lon,formatted,street,housenumber,name,postcode,district,suburb,city,county,confidence_building_level,confidence_city_level,confidence_street_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Nguyễn Thị Dời (Nhánh Đường Liên Ấp 2-6),Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới Hòa,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường số 11,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Paris Commune Square,1,Saigon Notre Dame Cathedral,71006,Khu phố 3,Saigon,Ho Chi Minh City,,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh Lộ 7,Xã An Nhơn Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 6A,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Bình Lợi,Huyện Bình Chánh,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Liên Ấp 3, 4,Xã Hiệp Phước,TP. Hồ Chí Minh(Mới)",10.775736,106.585395,"4, Đường Liên ấp, HC, Vietnam",Đường Liên ấp,4,,,,,,Binh Chanh,,0.3333333333333333,0.3333333333333333,Ho Chi Minh,HC,Vietnam,vn,0.23990004164931278,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Kim Cương,Xã Tân Thạnh Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,0.15,,Ho Chi Minh,HC,Vietnam,vn,0.075,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Đình Chi,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,,Tan Tuc,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh Trung  Ương,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Nguyễn Thị Nị,Xã Tân Thạnh Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cầu Đình,Phường Long Phước,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,Quan Chin,Quan 9,,0.2222222222222222,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phú Thuận,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,Quan 7,,,,Ho Chi Minh City,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phú Thuận (Phường Tân Phú),Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,Quan 7,,,,Ho Chi Minh City,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lại Hùng Cường,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 86,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 2,Xã Trung Lập Thượng,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 8,Phường Linh Tây,Quận Thủ Đức,TP. Hồ Chí Minh",11.284464,106.13447,"Đường số 8 Nguyễn Văn Linh, TN, Vietnam",Đường số 8 Nguyễn Văn Linh,,,,,,,Hoa Thanh,,0.3333333333333333,0.24300000000000002,Tay Ninh,TN,Vietnam,vn,0.12150000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Liễu Bình Hưng,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hoàng Bá Huân,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nhữ Tiến Hiền,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Văn Cọ,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liêu Bình Hương,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hương lộ 2,Xã Trung Lập Thượng,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 29,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.87735,106.680027,"29, Đường Thạnh Lộc 29, Ho Chi Minh City, HC 71514, Vietnam",Đường Thạnh Lộc 29,29,,71514,,,Ho Chi Minh City,Quan 8,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Xuân 13,Xã Tân Xuân,Huyện Hóc Môn,TP. Hồ Chí Minh",10.87957,106.596054,"13, Đường Tân Xuân 1, HC, Vietnam",Đường Tân Xuân 1,13,,,,,,Hoc Mon,0,0.2222222222222222,0.19999999999999998,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Quốc Hương,Phường An Khánh,TP. Hồ Chí Minh(Mới)",10.80936,106.730908,"Hẻm 90 Đường Quốc Hương, Ho Chi Minh City, HC, Vietnam",Hẻm 90 Đường  Quốc Hương,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Tân Thới Nhì,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Thị Mài,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huyện Ba Vì,Xã Vân Hòa,Huyện Ba Vì,Hà Nội",21.0245,105.84117,"Hanoi, HI, Vietnam",,,,,,,Hanoi,Hoan Kiem,,0.63,,Ha Noi,HI,Vietnam,vn,0.039375,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Xuân 1,Xã Tân Xuân,Huyện Hóc Môn,TP. Hồ Chí Minh",10.87957,106.596054,"1, Đường Tân Xuân 1, HC, Vietnam",Đường Tân Xuân 1,1,,,,,,Hoc Mon,0,0.2222222222222222,0.19999999999999998,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Thới Nhì,Xã Tân Thới Nhì,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 4,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"4, Đường Xuân Thới Thượng 2, HC, Vietnam",Đường Xuân Thới Thượng 2,4,,,,,,Hoc Mon,0,0.2222222222222222,0.19999999999999998,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đỗ Văn Dậy,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đê Bao Ấp 2-3 (Vĩnh Lộc B),Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Dung,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Công Khi (Đường Liên Xã Tân Hiệp -Tân Thới Nhì-Xuân Thới Thượng-Vĩnh Lộc),Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Điểm 4,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.784062,106.606004,"4, Hẻm 4 đường số 4, HC, Vietnam",Hẻm 4 đường số 4,4,,,,,,Binh Tan,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bến Nghé,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,,Quan 1,,,,,Quan 1,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Nhuận Đức,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thanh Niên,Xã Tân Thới Nhì,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Hẹ,Xã Phước Thạnh,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 8,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,Quan Chin,Quan 9,,0.2222222222222222,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Hạ,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 39+40,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"đường 11,Phường Tam Bình,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,Thu Duc,,0.1111111111111111,,Ho Chi Minh,HC,Vietnam,vn,0.023511111111111104,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Xiển,Phường Long Phước,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,Quan Chin,Quan 9,,0.2222222222222222,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Túc,Xã Tân Nhựt,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 10,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,Thu Duc,,0.1111111111111111,,Ho Chi Minh,HC,Vietnam,vn,0.018091036558257244,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 1,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.910893,106.650022,"1, Đường Đông Thạnh 7-2, HC, Vietnam",Đường Đông Thạnh 7-2,1,,,,,,Hoc Mon,0,0.2222222222222222,0.18,Ho Chi Minh,HC,Vietnam,vn,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Phước Hải,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Đặng,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Văn Sáng,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Tươi (Đường Xương Cá 1),Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Tạo,Phường Bình Trị Đông A,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,,Binh Tan,,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hương lộ 3,Phường Tam Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hương Lộ 3,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,Quan Tan Phu,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh lộ 9,Xã Bình Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nữ Dân Công,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Điểm 5,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.842447400000001,106.71315926081081,"Trường Song ngữ Quốc tế EMASI, 2, Đường 5, Khu phố 22, Ho Chi Minh City, 72309, Vietnam",Đường 5,2,Trường Song ngữ Quốc tế EMASI,72309,,Khu phố 22,Ho Chi Minh City,Phường Hiệp Bình,0.09260999999999997,0.3333333333333333,0.13229999999999997,,,Vietnam,vn,0.08334899999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Đại Nghĩa,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trịnh Thị Miếng,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hương Lộ 80B,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 1,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.722441,106.695684,"Đường số 1, Ho Chi Minh City, HC, Vietnam",Đường số 1,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0.2857142857142857,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 1,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 6,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.910893,106.650022,"6, Đường Đông Thạnh 7-2, HC, Vietnam",Đường Đông Thạnh 7-2,6,,,,,,Hoc Mon,0,0.2222222222222222,0.18,Ho Chi Minh,HC,Vietnam,vn,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Thị Hà,Xã Tân Xuân,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 10,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,Quan 7,,,,,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.0984375,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Bình Khánh,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Phạm Văn Đồng,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường N9,Phường Tân Đông Hiệp,TP. Hồ Chí Minh(Mới)",10.8797503,106.81389665,"Hầm chui Bến xe Miền Đông Mới, Tân Lập, Ho Chi Minh City, 00084, Vietnam",Hầm chui Bến xe Miền Đông Mới,,Hầm chui Bến xe Miền Đông Mới,00084,,Tân Lập,Ho Chi Minh City,Phường Đông Hòa,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Thị Bốc,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 1,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.90603,106.647132,"Nguyễn Thị Dễ, HC, Vietnam",Nguyễn Thị Dễ,,,,,,,Hoc Mon,,0.2222222222222222,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 02 Tuyến Đường Nhựa Bên Hông Nhà Lòng Chợ Chính Phước Hải - Thị Trấn Phước Hải,Xã Phước Hải,TP. Hồ Chí Minh(Mới)",11.838652,106.974973,"Đường Bùi Đắc Tuyên, BP, Vietnam",Đường Bùi Đắc Tuyên,,,,,,,Phuoc Long,,,,Bin Phuoc,BP,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Thái Mỹ,TP. Hồ Chí Minh",11.042305443524647,106.41012122072812,"Xã Thái Mỹ, Vietnam",,,,,,,,Xã Thái Mỹ,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc Lộ 22,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.896903,106.58915,"Đường Song Hành Quốc Lộ 22, HC, Vietnam",Đường Song Hành Quốc Lộ 22,,,,,,,Hoc Mon,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thị Xã Phú Mỹ,Phường Tân Thành,TP. Hồ Chí Minh(Mới)",10.7118,106.73643,"Quan Bay, HC, Vietnam",,,,,,,Quan Bay,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
