original_address,lat,lon,formatted,district,name,county_code,housenumber,street,postcode,suburb,city,county,confidence_city_level,confidence_street_level,confidence_building_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Xuân Thới Thượng 1,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"1, Đường Xuân Thới Thượng 2, HC, Vietnam",,,,1,Đường Xuân Thới Thượng 2,,,,Hoc Mon,0.2222222222222222,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Xí,Phường 13,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Nguyễn Sỹ Sách,Phường 15,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 85,Phường Tân Quy,Quận 7,TP. Hồ Chí Minh",10.739497,106.710741,"Đường Số 85, Ho Chi Minh City, HC, Vietnam",,,,,Đường Số 85,,,Ho Chi Minh City,Quan 8,0.15,0.15,,Ho Chi Minh,HC,Vietnam,vn,0.15,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Ngã,Phường Phú Trung,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 4,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.910893,106.650022,"4, Đường Đông Thạnh 7-2, HC, Vietnam",,,,4,Đường Đông Thạnh 7-2,,,,Hoc Mon,0.2222222222222222,0.18,0,Ho Chi Minh,HC,Vietnam,vn,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đặng Nhữ Lâm,Thị trấn Nhà Bè,Huyện Nhà Bè,TP. Hồ Chí Minh",10.69486,106.74069,"Thị Trấn Nhà Bè, HC, Vietnam",,,,,,,,Thị Trấn Nhà Bè,Nha Be,0.6561000000000001,,,Ho Chi Minh,HC,Vietnam,vn,0.16402500000000003,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Phạm Hùng,Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Linh Xuân,TP. Hồ Chí Minh",10.8617516,106.76994472506641,"Ho Chi Minh City Cemetery, Phường Linh Xuân, Vietnam",,Ho Chi Minh City Cemetery,,,,,,,Phường Linh Xuân,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 55,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752232,106.596301,"Đường số 55, HC, Vietnam",,,,,Đường số 55,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh lộ 10,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hoá,Phường 14,Quận 6,TP. Hồ Chí Minh",10.760033,106.6254276,"BƯU ĐIỆN TÂN HOÀ ĐÔNG, 178A1, Tân Hòa Đông, Ho Chi Minh City, 72015, Vietnam",,BƯU ĐIỆN TÂN HOÀ ĐÔNG,,178A1,Tân Hòa Đông,72015,,Ho Chi Minh City,Phường Phú Lâm,0.1111111111111111,0.06999999999999999,,,,Vietnam,vn,0.06999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lò Lu,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,,,Quán Tre,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tân Uyên,TP. Hồ Chí Minh",10.804498,106.794057,"Liên Phường, Ho Chi Minh City, HC, Vietnam",,,,,Liên Phường,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Tân An Hội,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Hồng Hà,Phường 02,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Phan Huy Ích,Phường 15,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Phú,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,,Quan Chin,Quan 9,0.2222222222222222,,,Ho Chi Minh,HC,Vietnam,vn,0.2222222222222222,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trường Lưu,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,,Quan Chin,Quan 9,0.2222222222222222,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Long Thuận,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",10.362275,106.68335317524124,"Chợ Long Thuận, Nguyễn Thìn, Gò Công, Đồng Tháp Province, Vietnam",,Chợ Long Thuận,,,Nguyễn Thìn,,,Gò Công,Phường Long Thuận,0.09,0.018,,Đồng Tháp Province,,Vietnam,vn,0.009000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Văn Việt,Phường Long Thạnh Mỹ,Quận 9,TP. Hồ Chí Minh",10.848809,106.774252,"Đường Lê Văn Việt, Ho Chi Minh City, HC, Vietnam",,,,,Đường Lê Văn Việt,,,Ho Chi Minh City,Quan 8,0.2571428571428571,0.057142857142857134,,Ho Chi Minh,HC,Vietnam,vn,0.05714285714285714,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường QUỐC LỘ 13,Phường Hiệp Bình Phước,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.866074,106.719337,"Đường Quốc lộ 13 cũ, Ho Chi Minh City, HC, Vietnam",,,,,Đường Quốc lộ 13 cũ,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 100 Bình Thới,Phường 14,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Âu Cơ,Phường 14,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 25,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,0.1111111111111111,,,Ho Chi Minh,HC,Vietnam,vn,0.018091036558257244,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bờ Bao Tân Thắng,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hóa,Phường 03,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 22,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"đường Hoàng Diệu,Phường Linh Chiểu,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,0.1111111111111111,,,Ho Chi Minh,HC,Vietnam,vn,0.01632716049382716,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Linh Xuân,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8802005,106.7702532253363,"Dominican Sisters of Saint Rosa of Lima Congregation - Mary Mother of God Convent, Quốc lộ 1K, Tân Quý, Ho Chi Minh City, 00084, Vietnam",,Dominican Sisters of Saint Rosa of Lima Congregation - Mary Mother of God Convent,,,Quốc lộ 1K,00084,Tân Quý,Ho Chi Minh City,Phường Linh Xuân,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Chánh Hưng,TP. Hồ Chí Minh",10.74072185,106.68552476977234,"Trung tâm Kiểm soát Bệnh tật Thành phố Hồ Chí Minh, 366A, Âu Dương Lân, Ho Chi Minh City, 72900, Vietnam",,Trung tâm Kiểm soát Bệnh tật Thành phố Hồ Chí Minh,,366A,Âu Dương Lân,72900,,Ho Chi Minh City,Phường Chánh Hưng,0.2222222222222222,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Gò Ô Môi,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Chánh Hưng,Phường 04,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường B2,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 17,Phường Tân Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Chế Lan Viên,Phường Phú Thọ Hòa,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vườn Lài,Phường Phú Thọ Hòa,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Khu 2-10,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.9021534,107.3191025,"Bình Tân, Vietnam",,,,,,76615,,Bình Tân,Xã Xuân Phú,0.2222222222222222,,,,,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quận 7,Phường Phú Thuận,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,71006,,Ho Chi Minh City,,0.9,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đặng Nhữ Lâm,Xã Nhà Bè,TP. Hồ Chí Minh(Mới)",10.6956953,106.7395591,"Nhà Bè, Vietnam",,,,,,72915,,Nhà Bè,Xã Nhà Bè,,,,,,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Huyện Nhà Bè,Xã Nhà Bè,TP. Hồ Chí Minh(Mới)",10.6956953,106.7395591,"Nhà Bè, Vietnam",,,,,,72915,,Nhà Bè,Xã Nhà Bè,,,,,,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Bình,Xã Nhà Bè,TP. Hồ Chí Minh(Mới)",10.6956953,106.7395591,"Nhà Bè, Vietnam",,,,,,72915,,Nhà Bè,Xã Nhà Bè,,,,,,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quận 7,Phường Tân Hưng,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,71006,,Ho Chi Minh City,,0.9,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quận 7,Phường Tân Hưng,Quận 7,TP. Hồ Chí Minh",10.7745016,106.78055541589964,"Viện Kiểm sát Nhân dân Cấp cao tại Thành phố Hồ Chí Minh, 268, Đường Võ Chí Công, Ho Chi Minh City, 08408, Vietnam",,Viện Kiểm sát Nhân dân Cấp cao tại Thành phố Hồ Chí Minh,,268,Đường Võ Chí Công,08408,,Ho Chi Minh City,Phường Cát Lái,0.1111111111111111,0.081,,,,Vietnam,vn,0.081,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quận 7,Phường Tân Mỹ,TP. Hồ Chí Minh(Mới)",10.7323484,106.72664471153209,"UBND Quận 7, 7, Tan Phu, Ho Chi Minh City, 71800, Vietnam",,UBND Quận 7,,7,Tan Phu,71800,,Ho Chi Minh City,Phường Tân Mỹ,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Ngô Thị Nhạn,Phường Tân Thuận Tây,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.06515369146796895,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 19,Phường Tân Quy,Quận 7,TP. Hồ Chí Minh",10.79397,106.62169,"Phường Tân Quý, HC, Vietnam",,,,,,,,Phường Tân Quý,Quan 8,0.9,,,Ho Chi Minh,HC,Vietnam,vn,0.45,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Tỉnh Lộ 10,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.760122,106.577256,"Hẻm 1768 Đường Tỉnh Lộ 10, HC, Vietnam",,,,,Hẻm 1768 Đường Tỉnh Lộ 10,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Cát Lái,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.76905,106.78535,"Phường Cát Lái, HC, Vietnam",,,,,,,,Phường Cát Lái,Quan 8,0.1111111111111111,,,Ho Chi Minh,HC,Vietnam,vn,0.027777777777777776,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Hồ Văn Long,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.762488,106.58175,"Đường Hồ Văn Long, HC, Vietnam",,,,,Đường Hồ Văn Long,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình Trưng Đông,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.78308,106.7546,"Phường Bình Trưng Tây, HC, Vietnam",,,,,,,,Phường Bình Trưng Tây,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Âu Cơ,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.801827,106.636742,"Đường Âu Cơ, Ho Chi Minh City, HC, Vietnam",,,,,Đường Âu Cơ,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 12,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, HC 72317, Vietnam",,Binh Thanh,,,,72317,Gia Dinh,Ho Chi Minh City,Binh Thanh,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Huyện Củ Chi,TP. Hồ Chí Minh",10.9592548,106.5049533,"Nhà thiếu nhi Huyện Củ Chi, Đường Phan Văn Khải, HC 71608, Vietnam",,Nhà thiếu nhi Huyện Củ Chi,,,Đường Phan Văn Khải,71608,,,Xã Củ Chi,0.2222222222222222,,,Ho Chi Minh,HC,Vietnam,vn,0.162,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 14,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trường Sa,Phường 14,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,Quan Phu Nhuan,Phu Nhuan,0.2222222222222222,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thống Nhất,Phường Đông Hòa,TP. Hồ Chí Minh(Mới)",10.7770348,106.69548803180103,"Independence Palace, 135, Nam Kỳ Khởi Nghĩa, Ho Chi Minh City, 71006, Vietnam",Khu phố 7,Independence Palace,,135,Nam Kỳ Khởi Nghĩa,71006,,Ho Chi Minh City,Phường Bến Thành,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đặng Văn Ngữ,Phường 13,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,Quan Phu Nhuan,Phu Nhuan,0.2222222222222222,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 10,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 13,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trường Sa,Phường 12,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nam Kỳ Khởi Nghĩa,Phường 07,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Bàu Cát,Phường 12,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Hồng Phong,Phường 10,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",,Quan 10,,,,,,,Quan 10,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trương Quốc Dung,Phường 10,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,Quan Phu Nhuan,Phu Nhuan,0.2222222222222222,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Chữ Đồng Tử,Phường 07,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Bàu Cát 3,Phường 11,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,,Ho Chi Minh,HC,Vietnam,vn,0.1125,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Trường Sa,Phường 03,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Lam Sơn,Phường 02,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Văn Bánh,Phường 11,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,Quan Phu Nhuan,Phu Nhuan,0.2222222222222222,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 485B nguyễn đình chiểu,Phường 05,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lý Thánh Tông,Phường Hiệp Tân,Quận Tân Phú,TP. Hồ Chí Minh",20.817305,105.348679,"Đường Lý Thánh Tông, HO, Vietnam",,,,,Đường Lý Thánh Tông,,,,Hoa Binh,0.2,0.18000000000000002,,Hoa Binh,HO,Vietnam,vn,0.09000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Quang Định,Phường 14,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Điểm,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Thọ,Phường 9,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cách Mạng Tháng Tám,Phường 06,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Xuân Soạn,Phường Tân Hưng,Quận 7,TP. Hồ Chí Minh",20.91085355,106.3330180417995,"Phường Tân Hưng, Hải Phòng, Vietnam",Phường Tân Hưng,,,,,,,Hải Phòng,,0.2222222222222222,,,Phường Tân Hưng,,Vietnam,vn,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, HC 71800, Vietnam",,Quan 7,,,,71800,,Ho Chi Minh City,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Tử Giang,Phường 04,Quận 11,TP. Hồ Chí Minh",10.7171219,106.6295254,"4, Lê Thành Phương, HC, Vietnam",,,,4,Lê Thành Phương,,,,Binh Chanh,0.2,0.07938,0.075411,Ho Chi Minh,HC,Vietnam,vn,0.075411,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
