original_address,lat,lon,formatted,district,name,county_code,housenumber,street,postcode,suburb,city,county,confidence_city_level,confidence_street_level,confidence_building_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Song Hành,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,,Ho Chi Minh,HC,Vietnam,vn,0.09333524849181271,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Thị Cờ,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.867352050000001,106.62595405,"Tan Chanh Hiep Ward People's Committee, 19/5, Đường Huỳnh Thị Hai, Ho Chi Minh City, 71716, Vietnam",,Tan Chanh Hiep Ward People's Committee,,19/5,Đường Huỳnh Thị Hai,71716,,Ho Chi Minh City,Phường Trung Mỹ Tây,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Đức Nhuận,TP. Hồ Chí Minh",10.8040153,106.66597440031433,"Công ty TNHH SX TM DV Hoàng Minh, 3A, Pho Quang, Ho Chi Minh City, 72215, Vietnam",,Công ty TNHH SX TM DV Hoàng Minh,,3A,Pho Quang,72215,,Ho Chi Minh City,Phường Tân Sơn Hòa,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cây Trâm,Phường 11,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Tấn Phong,Phường 09,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,Quan Phu Nhuan,Phu Nhuan,0.2222222222222222,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thái Phiên,Phường 02,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 03,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đinh Công Tráng,Xã Tân Định,Khánh Hòa(Mới)",20.518758,105.904382,"Đường Đinh Công Tráng, HM, Vietnam",,,,,Đường Đinh Công Tráng,,,,Thanh Liem,0.08333333333333333,0.08333333333333333,,Ha Nam,HM,Vietnam,vn,0.7608695652173914,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Hạnh Thông,TP. Hồ Chí Minh",10.8137459,106.67750054553177,"Rạp Xiếc Thành Phố Hồ Chí Minh, Hồng Hà, Ho Chi Minh City, 71409, Vietnam",,Rạp Xiếc Thành Phố Hồ Chí Minh,,,Hồng Hà,71409,,Ho Chi Minh City,Phường Hạnh Thông,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Gia Trí,Phường 25,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Đồng Đen,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Hiệp Bình Phước,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8040647,106.7460498,"A40.05 Aspen Tower, Gateway, 177 Hanoi Highway, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Road No.9, Ho Chi Minh City, 71108, Vietnam",,"A40.05 Aspen Tower, Gateway, 177 Hanoi Highway, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Road No.9,71108,,Ho Chi Minh City,Phường An Khánh,0.3333333333333333,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Đồng Đen,Phường Tân Bình,TP. Hồ Chí Minh(Mới)",10.793104,106.644505,"Đường Đồng Đen, Ho Chi Minh City, HC, Vietnam",,,,,Đường Đồng Đen,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Văn Sỹ,Phường Tân Sơn Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,,,Tan Tuc,Binh Chanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.12380952380952381,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Bàu Cát 1,Phường Tân Bình,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường A4,Phường Tân Đông Hiệp,TP. Hồ Chí Minh(Mới)",10.8797503,106.81389665,"Hầm chui Bến xe Miền Đông Mới, Tân Lập, Ho Chi Minh City, 00084, Vietnam",,Hầm chui Bến xe Miền Đông Mới,,,Hầm chui Bến xe Miền Đông Mới,00084,Tân Lập,Ho Chi Minh City,Phường Đông Hòa,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Bàu Cát 2,Phường Tân Bình,TP. Hồ Chí Minh(Mới)",10.7860267,106.64471712123058,"Chung cư Bàu Cát 2, Phường Bảy Hiền, Vietnam",,Chung cư Bàu Cát 2,,,,,,,Phường Bảy Hiền,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Văn Chung,Phường Tân Bình,TP. Hồ Chí Minh(Mới)",10.85088425,106.6535267728762,"Chung cư I-Home Phạm Văn Chiêu, 359, Ho Chi Minh City, Phường An Hội Tây, Vietnam",,Chung cư I-Home Phạm Văn Chiêu,,359,,,,Ho Chi Minh City,Phường An Hội Tây,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cộng Hòa,Phường Tân Bình,TP. Hồ Chí Minh(Mới)",10.7670592,106.6610774,"Công viên nội bộ chung cư Hòa Bình, 666/44, Ho Chi Minh City, 72000, Vietnam",,Công viên nội bộ chung cư Hòa Bình,,666/44,,72000,,Ho Chi Minh City,Phường Diên Hồng,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Cộng Hoà,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Minh Hoàng,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Đức Thọ,Phường 16,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Cộng Hoà,Phường Tân Sơn,TP. Hồ Chí Minh(Mới)",10.7670592,106.6610774,"Công viên nội bộ chung cư Hòa Bình, 666/44, Ho Chi Minh City, 72000, Vietnam",,Công viên nội bộ chung cư Hòa Bình,,666/44,,72000,,Ho Chi Minh City,Phường Diên Hồng,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình Khánh,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8040647,106.7460498,"A40.05 Aspen Tower, Gateway, 177 Hanoi Highway, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Road No.9, Ho Chi Minh City, 71108, Vietnam",,"A40.05 Aspen Tower, Gateway, 177 Hanoi Highway, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Road No.9,71108,,Ho Chi Minh City,Phường An Khánh,0.3333333333333333,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Xuân Thới Đông,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hậu Giang,Phường 05,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 55A,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Thạnh Mỹ Tây,TP. Hồ Chí Minh",10.798466449307423,106.7232863942815,"HCMC Metro Line 1 (Ben Thanh - Suoi Tien Section), Điện Biên Phủ, Ho Chi Minh City, 71108, Vietnam",,HCMC Metro Line 1 (Ben Thanh - Suoi Tien Section),,,Điện Biên Phủ,71108,,Ho Chi Minh City,Phường Thạnh Mỹ Tây,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 28,Phường An Nhơn,TP. Hồ Chí Minh(Mới)",11.01250125,106.4714492932707,"28, Đường Nguyễn Thị Bưa, Ho Chi Minh City, Vietnam",,,,28,Đường Nguyễn Thị Bưa,,,Ho Chi Minh City,Xã Nhuận Đức,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đông Thạnh,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đình Nghi Xuân,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 04,Quận Gò Vấp,TP. Hồ Chí Minh",10.7171219,106.6295254,"4, Lê Thành Phương, HC, Vietnam",,,,4,Lê Thành Phương,,,,Binh Chanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trương Quốc Phan,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",10.76028,106.59806,"Binh Tri Dong, HC, Vietnam",,,,,,,,Binh Tri Dong,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Tấn,Phường Tân Sơn Nhì,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 10,Phường Bình Trị Đông A,Quận Bình Tân,TP. Hồ Chí Minh",10.760122,106.577256,"Hẻm 1768 Đường Tỉnh Lộ 10, HC, Vietnam",,,,,Hẻm 1768 Đường Tỉnh Lộ 10,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Huy Thông,Phường 6,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 05,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 6,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 17,Quận Gò Vấp,TP. Hồ Chí Minh",10.804498,106.794057,"Liên Phường, Ho Chi Minh City, HC, Vietnam",,,,,Liên Phường,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Văn Nam,Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Khuê,Phường Hiệp Tân,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Công Tường,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Đô Đốc Chấn,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 40,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.84333,106.75167,"Linh Dong, HC, Vietnam",,,,,,,,Linh Dong,Thu Duc,0.35720999999999997,,,Ho Chi Minh,HC,Vietnam,vn,0.08930249999999999,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Sao,Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Niệm,Phường Phú Thọ Hòa,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Quý,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Sáng,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Thừa Luông,Phường Tân Thành,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 17,Quận Bình Thạnh,TP. Hồ Chí Minh",10.797559,106.687121,"Hoa Phượng, Ho Chi Minh City, HC 72210, Vietnam",,,,,Hoa Phượng,72210,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tây Sơn,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 3/2,Phường 06,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Ngọc,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,,Quan Tan Phu,Tan Phu,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"ĐƯỜNG SỐ 27,PHƯỜNG BÌNH TRƯNG TÂY,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",10.8246977,106.7156455,"Công Ty Vận Chuyển - Nhành Mai Mới, 23, Đường Số 2, Khu phố 44, Ho Chi Minh City, 72309, Vietnam",,Công Ty Vận Chuyển - Nhành Mai Mới,,23,Đường Số 2,72309,Khu phố 44,Ho Chi Minh City,Phường Hiệp Bình,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hà Huy Giáp,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.891359,106.68533,"Hẻm 827 Đường Hà Huy Giáp, Ho Chi Minh City, HC, Vietnam",,,,,Hẻm 827 Đường Hà Huy Giáp,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0.14727272727272728,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 8,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,0.2,,,Ho Chi Minh,HC,Vietnam,vn,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Đình Phùng,Phường 15,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,Quan Phu Nhuan,Phu Nhuan,0.2222222222222222,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lã Xuân Oai,Phường Tăng Nhơn Phú A,Quận 9,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường An Khánh,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8043499,106.7472609,"21, Đường Võ Trường Toản T1-12b.03 Q2TD, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Road No.9, Ho Chi Minh City, 71108, Vietnam",,"21, Đường Võ Trường Toản T1-12b.03 Q2TD, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Road No.9,71108,,Ho Chi Minh City,Phường An Khánh,0.3333333333333333,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Huỳnh Thị Hai,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,,Ho Chi Minh,HC,Vietnam,vn,0.08452133194588968,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 24,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"24, Đường Thạnh Xuân 52, HC, Vietnam",,,,24,Đường Thạnh Xuân 52,,,,Hoc Mon,0.2222222222222222,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 05,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",,Quan 4,,,,,,,Quan 4,,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 05,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 07,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Thúc Tịnh,Phường An Hội Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhì 19,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.888193,106.577997,"19, Đường Tân Thới Nhì 1, HC, Vietnam",,,,19,Đường Tân Thới Nhì 1,,,,Hoc Mon,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung Mỹ Tây 13,Phường Trung Mỹ Tây,TP. Hồ Chí Minh(Mới)",10.864638,106.609374,"13, Đường Trung Mỹ Tây 1, Ho Chi Minh City, HC, Vietnam",,,,13,Đường Trung Mỹ Tây 1,,,Ho Chi Minh City,Quan 8,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lạc Long Quân,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 16,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Nhân Tông,Phường Tân Sơn,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 43,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.893166,106.721586,"Hẻm 1311 Đường Tỉnh Lộ 43, Ho Chi Minh City, HC, Vietnam",,,,,Hẻm 1311 Đường Tỉnh Lộ 43,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hoàng Sa,Phường Nhiêu Lộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 31,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.874058,106.69012,"31, Đường Thạnh Lộc 31, Ho Chi Minh City, HC, Vietnam",,,,31,Đường Thạnh Lộc 31,,,Ho Chi Minh City,Quan 8,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hà Huy Giáp,Phường Thới An,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hà Huy Giáp 2,Phường Thới An,TP. Hồ Chí Minh(Mới)",10.891359,106.68533,"2, Hẻm 827 Đường Hà Huy Giáp, Ho Chi Minh City, HC, Vietnam",,,,2,Hẻm 827 Đường Hà Huy Giáp,,,Ho Chi Minh City,Quan 8,,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
