original_address,lat,lon,formatted,name,housenumber,state,district,state_code,street,confidence_city_level,postcode,suburb,city,confidence_building_level,confidence_street_level,county,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Lê Lư,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.7765867,106.70091770254902,"Ho Chi Minh City Hall, 86, Le Thanh Ton Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Ho Chi Minh City Hall,86,,Khu phố 6,,Le Thanh Ton Street,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Âu Cơ,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.801827,106.636742,"Đường Âu Cơ, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Âu Cơ,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Độc Lập,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.7770348,106.69548803180103,"Independence Palace, 135, Nam Kỳ Khởi Nghĩa, Ho Chi Minh City, 71006, Vietnam",Independence Palace,135,,Khu phố 7,,Nam Kỳ Khởi Nghĩa,,71006,,Ho Chi Minh City,,,Phường Bến Thành,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Đường Số 1,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Hồng Lạc,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Quý,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.80418285,106.63760005,"Tân Kỳ Tân Quý, Ho Chi Minh City, 70500, Vietnam",Tân Kỳ Tân Quý,,,,,Tân Kỳ Tân Quý,,70500,,Ho Chi Minh City,,,Phường Tân Bình,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Đông Hồ,Phường Tân Hòa,TP. Hồ Chí Minh(Mới)",10.7614399,106.68215374038462,"Ho Chi Minh City University of Pedagogy, 280, An Duong Vuong Street, Ho Chi Minh City, 72712, Vietnam",Ho Chi Minh City University of Pedagogy,280,,,,An Duong Vuong Street,,72712,,Ho Chi Minh City,,,Phường An Đông,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Đặng Minh Trứ,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Long,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.7818918,106.61690575794319,"Chợ Bình Long, Hẻm 49 Đường Số 3, Ho Chi Minh City, 72031, Vietnam",Chợ Bình Long,,,,,Hẻm 49 Đường Số 3,,72031,,Ho Chi Minh City,,,Phường Bình Hưng Hòa,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Sơn Nhì,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Quang Cơ,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Thủ Độ,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.783805,106.620749,"Hẻm 337 Đường Trần Thủ Độ, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Hẻm 337 Đường Trần Thủ Độ,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Sơn Kỳ,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Sơn,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.790314325403648,106.70515923508536,"Nguyen Thi Minh Khai, Saigon, Ho Chi Minh City, 72200, Vietnam",Nguyen Thi Minh Khai,,,Khu phố 1,,Nguyen Thi Minh Khai,,72200,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh 19/5,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",10.773025,106.518945,"Đường kênh 3, HC, Vietnam",,,Ho Chi Minh,,HC,Đường kênh 3,,,,,,,Binh Chanh,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Tân Hải,Phường Tân Bình,TP. Hồ Chí Minh(Mới)",10.8446646,106.5274257,"Chùa Từ Minh, 66, An Hạ, Ho Chi Minh City, 71821, Vietnam",Chùa Từ Minh,66,,,,An Hạ,,71821,,Ho Chi Minh City,,,Xã Vĩnh Lộc,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đô Đốc Chấn,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.803557,106.629598,"Đường Đô Đốc Chấn, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Đô Đốc Chấn,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Tân Khai,Phường Tân Sơn Nhất,TP. Hồ Chí Minh(Mới)",10.758234,106.656059,"Đường Tân Khai, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Tân Khai,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Vấn,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.82794545,106.72193459526324,"Giga Mall Phạm Văn Đồng, Pham Van Dong Boulevard, Khu phố 9, Ho Chi Minh City, 72309, Vietnam",Giga Mall Phạm Văn Đồng,,,,,Pham Van Dong Boulevard,,72309,Khu phố 9,Ho Chi Minh City,,,Phường Hiệp Bình,Vietnam,vn,0.105,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Anh,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.7633619,106.62495153123675,"Công Viên 158 Phan Anh, 158, Ho Chi Minh City, Phường Phú Thạnh, Vietnam",Công Viên 158 Phan Anh,158,,,,,,,,Ho Chi Minh City,,,Phường Phú Thạnh,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Sơn,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.790314325403648,106.70515923508536,"Nguyen Thi Minh Khai, Saigon, Ho Chi Minh City, 72200, Vietnam",Nguyen Thi Minh Khai,,,Khu phố 1,,Nguyen Thi Minh Khai,,72200,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hoa Bằng,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cống Lở,Phường Tân Sơn,TP. Hồ Chí Minh(Mới)",10.778569486821247,106.7015995871049,"Ly Tu Trong Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Ly Tu Trong Street,,,Khu phố 3,,Ly Tu Trong Street,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bờ Bao Tân Thắng,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.808477,106.615364,"Hẻm 20/130 Đường Bờ Bao Tân Thắng, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Hẻm 20/130 Đường Bờ Bao Tân Thắng,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Võ Thành Trang,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đô Đốc Lộc,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Sát,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thận,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.779941196049345,106.70414062218869,"Le Thanh Ton Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Le Thanh Ton Street,,,Khu phố 4,,Le Thanh Ton Street,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Chu Thiên,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.772689,106.629079,"Đường Chu Thiên, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Chu Thiên,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường D11,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bình Long,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.90437245,106.85706263278279,"Trường Đại học Mở Thành phố Hồ Chí Minh (cơ sở 2), Đường Trương Văn Hải, Khu phố 1, Vietnam",Trường Đại học Mở Thành phố Hồ Chí Minh (cơ sở 2),,,,,Đường Trương Văn Hải,,,Khu phố 1,,,,Phường Long Hưng,Vietnam,vn,0.027777777777777776,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đỗ Bí,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.779166,106.625534,"Đường Đỗ Bí, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Đỗ Bí,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Quát,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.764072,106.633994,"Đường Lê Quát, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Lê Quát,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Âu Cơ,Phường Tân Bình,TP. Hồ Chí Minh(Mới)",10.801827,106.636742,"Đường Âu Cơ, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Âu Cơ,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Ỷ Lan,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.77674365,106.70324880088602,"Opera House, 7, Lam Son Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Opera House,7,,Khu phố 5,,Lam Son Square,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Yến,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Xuân Khoát,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Văn Năm,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trịnh Lỗi,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.780897,106.7049261,"Chu Mạnh Trinh, Le Thanh Ton Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Chu Mạnh Trinh,,,Khu phố 4,,Le Thanh Ton Street,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đô Đốc Thủ,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Trọng Tấn,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Nguyễn Sỹ Sách,Phường Tân Sơn,TP. Hồ Chí Minh(Mới)",10.8209951,106.63526678207417,"Trường THCS - THPT Pathway Tuệ Đức - Cơ sở Nguyễn Sỹ Sách, Quận Tân Bình, 75/18, Hẻm 75 Nguyễn Sỹ Sách, Ho Chi Minh City, 71500, Vietnam","Trường THCS - THPT Pathway Tuệ Đức - Cơ sở Nguyễn Sỹ Sách, Quận Tân Bình",75/18,,,,Hẻm 75 Nguyễn Sỹ Sách,,71500,,Ho Chi Minh City,,,Phường Tân Sơn,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Công Tồn,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.791648,106.621798,"Đường Võ Công Tồn, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Võ Công Tồn,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Nguyễn Phúc Chu,Phường Tân Sơn,TP. Hồ Chí Minh(Mới)",10.823207,106.635829,"Đường Nguyễn Phúc Chu, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Nguyễn Phúc Chu,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cách Mạng Tháng 8,Phường Hòa Hưng,TP. Hồ Chí Minh(Mới)",10.773777800000001,106.69005095710621,"Sở Y Tế Thành phố Hồ Chí MInh, Cach Mang Thang 8, Ho Chi Minh City, 70200, Vietnam",Sở Y Tế Thành phố Hồ Chí MInh,,,Khu phố 1,,Cach Mang Thang 8,,70200,,Ho Chi Minh City,,,Phường Bến Thành,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Dương Đức Hiền,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Săng,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Sáng,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.806663,106.630299,"Đường Nguyễn Sáng, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Nguyễn Sáng,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 27 (P.sơn Kỳ),Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thắng (Tên Cũ: Bờ Bao Tân Thắng),Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tây Sơn,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.8008764,106.65553620214342,"Tay Ho Building, 73, Cong Hoa St, Ho Chi Minh City, 72106, Vietnam",Tay Ho Building,73,,,,Cong Hoa St,,72106,,Ho Chi Minh City,,,Phường Tân Sơn Nhất,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Sơn Nhì,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.80120174044299,106.63889747948271,"HCMC Metro Line 2 (Ben Thanh - Suoi Tien Section) - Construction, Đặng Thế Phong, Ho Chi Minh City, 72011, Vietnam",HCMC Metro Line 2 (Ben Thanh - Suoi Tien Section) - Construction,,,,,Đặng Thế Phong,,72011,,Ho Chi Minh City,,,Phường Tân Sơn Nhì,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tăng Nhơn Phú,TP. Hồ Chí Minh",10.854459550000001,106.79717423624399,"Saigon Hi-Tech Park, Phường Tăng Nhơn Phú, Vietnam",Saigon Hi-Tech Park,,,,,,0.06252350220899998,,Saigon Hi-Tech Park,,,,Phường Tăng Nhơn Phú,Vietnam,vn,0.015630875552249995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Văn Chiêu,Phường 9,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Triệu Lực,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.72278,106.60472,"An Lac, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,An Lac,,,Binh Chanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Sơn Nhì,Quận Tân Phú,TP. Hồ Chí Minh",10.79858,106.63143,"Phường Tân Sơn Nhì, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Phường Tân Sơn Nhì,,,Quan 8,Vietnam,vn,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"đường Hoàng Diệu 2,Phường Linh Chiểu,Quận Thủ Đức,TP. Hồ Chí Minh",11.181892,107.572691,"2, Đường Hoàng Diệu, BU, Vietnam",,2,Binh Thuan,,BU,Đường Hoàng Diệu,0.2,,,,0,0.2,Duc Linh,Vietnam,vn,0.1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Lê Văn Chí,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",21.133045,106.423042,"Đường Lê Thanh Nghị, HD, Vietnam",,,Hai Duong,,HD,Đường Lê Thanh Nghị,0.34445250000000005,,,,,0.0861293142675,Chi Linh,Vietnam,vn,0.043064657133749996,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tân Tạo,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Bình Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Hồ Văn Long,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.72278,106.60472,"An Lac, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,An Lac,,,Binh Chanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Cầu Kiệu,TP. Hồ Chí Minh",10.801524449999999,106.68351461419994,"Uỷ Ban Nhân Dân Phường 2, Phan Xích Long, Ho Chi Minh City, 72317, Vietnam",Uỷ Ban Nhân Dân Phường 2,,,,,Phan Xích Long,0.2222222222222222,72317,,Ho Chi Minh City,,,Phường Cầu Kiệu,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 12,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2222222222222222,,,Quan Phu Nhuan,,,Phu Nhuan,Vietnam,vn,0.2222222222222222,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hoa Giấy,Phường 07,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2222222222222222,,,Quan Phu Nhuan,,,Phu Nhuan,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Hòa Hưng,TP. Hồ Chí Minh",10.7729754,106.66707394464697,"Heart Institute of Ho Chi Minh City, 86/4, Thành Thái, Ho Chi Minh City, 72000, Vietnam",Heart Institute of Ho Chi Minh City,86/4,,,,Thành Thái,0.3333333333333333,72000,,Ho Chi Minh City,,,Phường Hòa Hưng,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Đình Tuý,Phường 12,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường D2,Phường 25,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 03,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cô Giang,Phường 01,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2222222222222222,,,Quan Phu Nhuan,,,Phu Nhuan,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 06,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 25,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Văn Trị,Phường 14,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Phước Hải,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cây Da,Xã Tân Phú Trung,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Long Bình,TP. Hồ Chí Minh",10.8737841,106.8120962638773,"Ho Chi Minh City Martyrs' Cemetery, Phường Long Bình, Vietnam",Ho Chi Minh City Martyrs' Cemetery,,,,,,,,,,,,Phường Long Bình,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Tăng,Phường Long Thạnh Mỹ,Quận 9,TP. Hồ Chí Minh",10.842707,106.819838,"Đường Nguyễn Văn Tăng, Ho Chi Minh City, HC 71216, Vietnam",,,Ho Chi Minh,,HC,Đường Nguyễn Văn Tăng,0.2571428571428571,71216,,Ho Chi Minh City,,0.03956043956043956,Quan 8,Vietnam,vn,0.039560439560439566,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
