original_address,lat,lon,formatted,name,housenumber,state,district,state_code,street,confidence_city_level,postcode,suburb,city,confidence_building_level,confidence_street_level,county,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường số 438,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Than,Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Đăng Tuyến,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Minh Mương,Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 19,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",Binh Thanh,,Ho Chi Minh,,HC,,,,,,,,Binh Thanh,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nơ Trang Long,Phường 13,Quận Bình Thạnh,TP. Hồ Chí Minh",10.8187169,106.70663182439628,"482/10/28U Nơ Trang Long, 28U, Hẻm 482/10 Nơ Trang Long, Ho Chi Minh City, 72309, Vietnam",482/10/28U Nơ Trang Long,28U,,,,Hẻm 482/10 Nơ Trang Long,,72309,,Ho Chi Minh City,,,Phường Bình Lợi Trung,Vietnam,vn,0.13254545454545458,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường ĐT 744,Phường Phú An,TP. Hồ Chí Minh(Mới)",10.85703,106.93935821841006,"Trường Đại học Tài nguyên và Môi trường Thành phố Hồ Chí Minh (cơ sở 2), Đường Phùng Hưng, Long Đức 3, Vietnam",Trường Đại học Tài nguyên và Môi trường Thành phố Hồ Chí Minh (cơ sở 2),,,,,Đường Phùng Hưng,,,Long Đức 3,,,,Phường Tam Phước,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tân Đông Hiệp,TP. Hồ Chí Minh(Mới)",10.79397,106.62169,"Phường Tân Quý, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Phường Tân Quý,,,Quan 8,Vietnam,vn,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Tp. Thủ Đức,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",10.8246977,106.7156455,"Công Ty Vận Chuyển - Nhành Mai Mới, 23, Đường Số 2, Khu phố 44, Ho Chi Minh City, 72309, Vietnam",Công Ty Vận Chuyển - Nhành Mai Mới,23,,,,Đường Số 2,0.3,72309,Khu phố 44,Ho Chi Minh City,,0.243,Phường Hiệp Bình,Vietnam,vn,0.1696415094339623,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường số 4,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tp. Thủ Đức,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",,,,,,,,,,,,,,,,,,,,,,
"Đường số 5,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 275,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",10.8246977,106.7156455,"Công Ty Vận Chuyển - Nhành Mai Mới, 23, Đường Số 2, Khu phố 44, Ho Chi Minh City, 72309, Vietnam",Công Ty Vận Chuyển - Nhành Mai Mới,23,,,,Đường Số 2,0.3,72309,Khu phố 44,Ho Chi Minh City,0.007142857142857142,0.3,Phường Hiệp Bình,Vietnam,vn,0.134375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường số 4,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 48,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường số 9,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",10.8246977,106.7156455,"Công Ty Vận Chuyển - Nhành Mai Mới, 23, Đường Số 2, Khu phố 44, Ho Chi Minh City, 72309, Vietnam",Công Ty Vận Chuyển - Nhành Mai Mới,23,,,,Đường Số 2,0.3,72309,Khu phố 44,Ho Chi Minh City,0.11571428571428571,0.27,Phường Hiệp Bình,Vietnam,vn,0.12032608695652174,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 53,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Đặng Văn Bi,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.846816888254631,106.75967059297797,"Hẻm 199 Đường Đặng Văn Bi, Khu phố 4, Thủ Đức, HC 71221, Vietnam",Hẻm 199 Đường Đặng Văn Bi,,Ho Chi Minh,,HC,Hẻm 199 Đường Đặng Văn Bi,,71221,Khu phố 4,Thủ Đức,,,Phường Thủ Đức,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 10,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 22,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7048313,106.6449158,"22, Đường số 7, Ho Chi Minh City, 71812, Vietnam",,22,,,,Đường số 7,,71812,,Ho Chi Minh City,,,Xã Bình Hưng,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 7,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 3,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Hoàng Diệu 2,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",10.7962794,106.6722501,"2, Hoang Dieu, Ho Chi Minh City, 72215, Vietnam",Hoang Dieu,2,,,,Hoang Dieu,,72215,,Ho Chi Minh City,0,,Phường Phú Nhuận,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 54,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Cây Keo,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.771586,106.629511,"Đường Cây Keo, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Cây Keo,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 7,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đường Phạm Văn Đồng,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Song Hành,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.8554804,106.78571991823776,"Trung Tâm Đào Tạo Khu Công Nghệ Cao Thành Phố Hồ Chí Minh, Song Hành Xa Lộ Hà Nội, Khu phố 6, Ho Chi Minh City, 71300, Vietnam",Trung Tâm Đào Tạo Khu Công Nghệ Cao Thành Phố Hồ Chí Minh,,,,,Song Hành Xa Lộ Hà Nội,,71300,Khu phố 6,Ho Chi Minh City,,,Phường Tăng Nhơn Phú,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường B,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 38,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 6,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",10.8246977,106.7156455,"Công Ty Vận Chuyển - Nhành Mai Mới, 23, Đường Số 2, Khu phố 44, Ho Chi Minh City, 72309, Vietnam",Công Ty Vận Chuyển - Nhành Mai Mới,23,,,,Đường Số 2,0.3,72309,Khu phố 44,Ho Chi Minh City,0.09529411764705883,0.27,Phường Hiệp Bình,Vietnam,vn,0.12032608695652174,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 24,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.617801,106.758424,"Đường Số 24, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Số 24,,,,,,,Nha Be,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường số 11,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 30,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Hiệp Bình,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",10.8246977,106.7156455,"Công Ty Vận Chuyển - Nhành Mai Mới, 23, Đường Số 2, Khu phố 44, Ho Chi Minh City, 72309, Vietnam",Công Ty Vận Chuyển - Nhành Mai Mới,23,,,,Đường Số 2,0.3,72309,Khu phố 44,Ho Chi Minh City,,0.243,Phường Hiệp Bình,Vietnam,vn,0.2191764705882353,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường số 19,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 6,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Tam Bình,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.69139285,106.58508053107525,"Trung Tâm Y Tế Dự Phòng Huyện Bình Chánh, 350, Tân Túc, Ho Chi Minh City, Vietnam",Trung Tâm Y Tế Dự Phòng Huyện Bình Chánh,350,,,,Tân Túc,,,,Ho Chi Minh City,,,Xã Tân Nhựt,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 6,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 37,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Bình Phú,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7958444,106.74043100241775,"Cục thuế Thành phố Hồ Chí Minh, 63, Vu Tong Phan, Khu phố 5, Ho Chi Minh City, 71108, Vietnam",Cục thuế Thành phố Hồ Chí Minh,63,,,,Vu Tong Phan,,71108,Khu phố 5,Ho Chi Minh City,,,Phường Bình Trưng,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 3,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 27,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Gò Dưa,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.869088,106.736041,"Đường Gò Dưa, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Gò Dưa,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 2,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tp. Thủ Đức,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.777990990252277,106.70476088930867,"HCMC Metro Line 1 (Ben Thanh - Suoi Tien Section), Pasteur Street, Saigon, Ho Chi Minh City, 71006, Vietnam",HCMC Metro Line 1 (Ben Thanh - Suoi Tien Section),,,Khu phố 3,,Pasteur Street,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 10,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 18,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 39,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.787958651545397,106.72698141984526,"Đường số 39, Khu phố 3, Ho Chi Minh City, 71108, Vietnam",Đường số 39,,,,,Đường số 39,,71108,Khu phố 3,Ho Chi Minh City,,,Phường An Khánh,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 18,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 12,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 42,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.8246977,106.7156455,"Công Ty Vận Chuyển - Nhành Mai Mới, 23, Đường Số 2, Khu phố 44, Ho Chi Minh City, 72309, Vietnam",Công Ty Vận Chuyển - Nhành Mai Mới,23,,,,Đường Số 2,,72309,Khu phố 44,Ho Chi Minh City,,,Phường Hiệp Bình,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 8,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 160,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.78797185,106.7049562864172,"History Museum of Ho Chi Minh City, 2, Nguyen Thi Minh Khai, Saigon, Ho Chi Minh City, 71006, Vietnam",History Museum of Ho Chi Minh City,2,,Khu phố 1,,Nguyen Thi Minh Khai,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 25,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 8,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 12,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7541923,106.61283369003513,"Trường THCS&THPT Phan Châu Trinh, 12, Duong So 23, Ho Chi Minh City, 73118, Vietnam",Trường THCS&THPT Phan Châu Trinh,12,,,,Duong So 23,,73118,,Ho Chi Minh City,,,Phường An Lạc,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 11,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.77505755,106.70571329101662,"Hilton Saigon, 11, Me Linh Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Hilton Saigon,11,,Khu phố 8,,Me Linh Square,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 6,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường số 9,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 5,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường số 1,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Hồ Văn Tư,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.847151,106.755414,"Đường Hồ Văn Tư, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Hồ Văn Tư,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 2,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.78784235,106.70633518941666,"Saigon Zoo and Botanical Gardens, 2, Ho Chi Minh City, Vietnam",Saigon Zoo and Botanical Gardens,2,,,,,,,,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 7,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 4,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 26,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 6,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.777990990252277,106.70476088930867,"HCMC Metro Line 1 (Ben Thanh - Suoi Tien Section), Pasteur Street, Saigon, Ho Chi Minh City, 71006, Vietnam",HCMC Metro Line 1 (Ben Thanh - Suoi Tien Section),,,Khu phố 3,,Pasteur Street,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 36,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 22,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.77848,106.70124037344263,"22 Gia Long Building, 22, Ly Tu Trong Street, Saigon, Ho Chi Minh City, 71006, Vietnam",22 Gia Long Building,22,,Khu phố 3,,Ly Tu Trong Street,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Chương Dương,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7569369,106.6894286,"Hostel TK24B/9Bis Ben Chuong Duong, TK24B/9is, Bến Chương Dương, Ho Chi Minh City, 70200, Vietnam",Hostel TK24B/9Bis Ben Chuong Duong,TK24B/9is,,,,Bến Chương Dương,,70200,,Ho Chi Minh City,,,Phường Cầu Ông Lãnh,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 24,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 9,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 5,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7779522,106.70073235,"Chi cục Bảo vệ Môi trường Tp. HCM (HEPA), 227, Dong Khoi Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Chi cục Bảo vệ Môi trường Tp. HCM (HEPA),227,,Khu phố 3,,Dong Khoi Street,0.1111111111111111,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 10,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 3,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 28,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 20,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 18,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 19,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 12,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
