original_address,lat,lon,formatted,housenumber,name,street,district,suburb,postcode,city,confidence_city_level,county,confidence_street_level,confidence_building_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Trần Văn Giàu,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Thị Rực (Đường Liên Ấp 1-2-3-4),Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 417,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đất Mới (Trước Đây Là Đường Bình Trị Đông),Phường Bình Trị Đông A,Quận Bình Tân,TP. Hồ Chí Minh",21.1160267,105.7617368,"Trước đường vào Nghĩa trang liệt sỹ xã Võng La khoảng 70m, Ngõ 5 Mai Châu, Đại Mạch, HI 11909, Vietnam",,Trước đường vào Nghĩa trang liệt sỹ xã Võng La khoảng 70m,Ngõ 5 Mai Châu,,,11909,Đại Mạch,0.2222222222222222,Thien Loc Commune,,,Ha Noi,HI,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Sinco,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.734241,106.606911,"Đường Sincô, HC, Vietnam",,,Đường Sincô,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Công Nghệ Mới,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 8,Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.811696753497154,106.70667821074565,"Đường Số 8, Ho Chi Minh City, 72308, Vietnam",,Đường Số 8,Đường Số 8,,,72308,Ho Chi Minh City,0.3333333333333333,Phường Bình Thạnh,0.3333333333333333,,,,Vietnam,vn,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Liên ấp 4 - 5,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",10.775736,106.585395,"Đường Liên ấp, HC, Vietnam",,,Đường Liên ấp,,,,,0.2,Binh Chanh,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung Mỹ Tây 03,Phường Trung Mỹ Tây,Quận 12,TP. Hồ Chí Minh",10.864638,106.609374,"03, Đường Trung Mỹ Tây 1, Ho Chi Minh City, HC, Vietnam",03,,Đường Trung Mỹ Tây 1,,,,Ho Chi Minh City,,Quan 8,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Nhựt,Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Cửu Phú,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.707508,106.581234,"Hẻm D17 Đường Nguyễn Cửu Phú, HC, Vietnam",,,Hẻm D17 Đường Nguyễn Cửu Phú,,,,,0.2,Binh Chanh,0.16200000000000003,,Ho Chi Minh,HC,Vietnam,vn,0.16200000000000003,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thanh Niên,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 8,Xã Tân Thạnh Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.15,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0.075,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 56,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"56, Quản Bạch, DT, Vietnam",56,,Quản Bạch,,,,,0.3333333333333333,TP Cao Lanh,0.041666666666666664,0,Dong Thap,DT,Vietnam,vn,0.01875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kinh Rau Răm,Xã Bình Lợi,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 1A,Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.09658145065398335,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cn13,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,Quan Tan Phu,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Hưng Thuận 27,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",10.7429786,106.7109446,"12, Đường Số 27, Ho Chi Minh City, HC, Vietnam",12,,Đường Số 27,,,,Ho Chi Minh City,,Quan 8,,0,Ho Chi Minh,HC,Vietnam,vn,0,,,
"Đường Số 10, Phường Bình Hưng Hòa,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",10.012352867885134,105.79205800986533,"Số 10, Cần Thơ, 94200, Vietnam",,Số 10,Số 10,Phường Cái Răng,,94200,Cần Thơ,,,,,,,Vietnam,vn,0.14285714285714285,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 46,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"46, Đường Tân Hiệp 31, HC, Vietnam",46,,Đường Tân Hiệp 31,,,,,,Hoc Mon,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 44,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"44, Đường Tân Hiệp 31, HC, Vietnam",44,,Đường Tân Hiệp 31,,,,,,Hoc Mon,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 9, Phường Tăng Nhơn Phú B,Phường Long Bình,Quận 9,TP. Hồ Chí Minh",10.82867,106.7885,"Phường Tăng Nhơn Phú B, HC, Vietnam",,,,,,,Phường Tăng Nhơn Phú B,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Nguyễn Thị Sóc,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 16, Phường Bình Hưng Hòa,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.80568,106.60518,"Phường Bình Hưng Hòa, HC, Vietnam",,,,,,,Phường Bình Hưng Hòa,0.6561000000000001,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0.16402500000000003,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Nguyễn Đoàn Tuân,Xã Tân Quý Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Thành,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",10.81071015,106.70302167994305,"Chung cư Đất Phương Nam, 241, Phường Bình Thạnh, Vietnam",241,Chung cư Đất Phương Nam,,,,,,0.27,Phường Bình Thạnh,0.189,,,,Vietnam,vn,0.17009999999999997,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới 2,Xã Xuân Thới Đông,Huyện Hóc Môn,TP. Hồ Chí Minh",10.871414,106.586098,"2, Đường Xuân Thới 2, HC, Vietnam",2,,Đường Xuân Thới 2,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường ĐT 826,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 7 Khu Dân Cư Nam Long,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Quốc Lộ 1A,Phường Bình Trị Đông A,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kinh A,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Rành,Xã Tân Thạnh Tây,Huyện Củ Chi,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Tân Thới Hiệp 21,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.861805,106.641198,"21, Đường Tân Thời Hiệp 06, Ho Chi Minh City, HC, Vietnam",21,,Đường Tân Thời Hiệp 06,,,,Ho Chi Minh City,,Quan 8,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung Mỹ Tây 12,Phường Trung Mỹ Tây,TP. Hồ Chí Minh(Mới)",10.864638,106.609374,"12, Đường Trung Mỹ Tây 1, Ho Chi Minh City, HC, Vietnam",12,,Đường Trung Mỹ Tây 1,,,,Ho Chi Minh City,,Quan 8,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bến Nghé,Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhất 8,Phường Tân Hưng Thuận,Quận 12,TP. Hồ Chí Minh",20.91085355,106.3330180417995,"Phường Tân Hưng, Hải Phòng, Vietnam",,,,Phường Tân Hưng,,,Hải Phòng,0.2222222222222222,,,,Phường Tân Hưng,,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bình Hưng,Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ba Sa,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 23,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"23, Đường Xuân Thới Thượng 2, HC, Vietnam",23,,Đường Xuân Thới Thượng 2,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Thượng 18,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"18, Đường Xuân Thới Thượng 2, HC, Vietnam",18,,Đường Xuân Thới Thượng 2,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 13,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",9.998193,105.261549,"13, Đường tỉnh 963, KG, Vietnam",13,,Đường tỉnh 963,,,,,0.2222222222222222,Tan Hiep,0.09523809523809523,0,Kien Giang,KG,Vietnam,vn,0.04285714285714286,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phú Mỹ,Xã Phú Hòa Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ấp 2 Nối Dài,Xã An Phú Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thành Vĩnh,Phường Trung Mỹ Tây,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.07932128906250001,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Khu 1 - 6 Bình Trị Đông,Phường Bình Trị Đông,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Trường Chinh,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",23.118993,105.141096,"Đường trường Chinh, HG, Vietnam",,,Đường trường Chinh,,,,,0.05555555555555555,Yen Minh,0.05555555555555555,,Ha Giang,HG,Vietnam,vn,0.027777777777777776,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thới Tam Thôn 18,Huyện Hóc Môn,TP. Hồ Chí Minh",10.875,106.618554,"18, Đường Thới Tam Thôn 17, HC, Vietnam",18,,Đường Thới Tam Thôn 17,,,,,1,Hoc Mon,0.9,,Ho Chi Minh,HC,Vietnam,vn,0.7200000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 3 Cư Xá Lữ Gia,Phường 15,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Ấp 1-2 Bình Lợi,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.790931,106.580354,"B12A/23F3 LIÊN ÂP 1-2, 3 Ấp 2, Đường Liên Ấp 1-2-3, Ho Chi Minh City, HC 111111, Vietnam","B12A/23F3 LIÊN ÂP 1-2, 3 Ấp 2",,Đường Liên Ấp 1-2-3,,,111111,Ho Chi Minh City,0.2,Binh Chanh,0.1458,0.07952727272727272,Ho Chi Minh,HC,Vietnam,vn,0.07157454545454546,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Bàu Cát,Phường 10,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trung Mỹ Tây 3,Phường Trung Mỹ Tây,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.08731523783929053,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Lợi,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 7B,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0.11704815695600473,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Các Đường 2, Lô D Thuộc Khu Dân Cư Nam Hùng Vương ( Đường 16M),Phường Tân Tạo A,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0.029990082644628088,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đê Bao Rạch Cầu Già,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nhị Bình 4,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.916173,106.658318,"4, Đường Nhị Bình 4, HC, Vietnam",4,,Đường Nhị Bình 4,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 41, Phường An Khánh - Quận 2 (Cũ),Phường Bình Trưng Đông,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Bà Điểm 12,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.809357,106.835325,"12, Đường 12, Ho Chi Minh City, HC, Vietnam",12,,Đường 12,,,,Ho Chi Minh City,,Quan 8,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 2/9,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Lơn,Xã Bình Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Thượng 13,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.855774,106.562474,"13, Đường Xuân Thới Thượng 2, HC, Vietnam",13,,Đường Xuân Thới Thượng 2,,,,,,Hoc Mon,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thới An 15,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.09658145065398335,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 45,Phường Tam Phú,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,0.1111111111111111,Thu Duc,,,Ho Chi Minh,HC,Vietnam,vn,0.021737343852728467,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Cự,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.757125,106.579764,"Đường Nguyễn Văn Cự, HC, Vietnam",,,Đường Nguyễn Văn Cự,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 6, Phường Tân Tạo,Phường Tân Tạo A,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0.09932309688581316,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Ngà,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Hưng Thuận 5,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.07237692136333261,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nhị Bình,Xã Nhị Bình,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 1A,Phường Tân Tạo A,Quận Bình Tân,TP. Hồ Chí Minh",10.807996,106.594104,"Đường số 1A, HC, Vietnam",,,Đường số 1A,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Sáng,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhất 1B,Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.82502,106.626315,"1/1, Đường Tân Thới Nhất 17, Ho Chi Minh City, HC, Vietnam",1/1,,Đường Tân Thới Nhất 17,,,,Ho Chi Minh City,,Quan 8,,0,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Linh Hòa Tự,Xã Đa Phước,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.11566393734425066,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Sơn 15,Xã Xuân Thới Sơn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.871292,106.582293,"15, Đường Xuân Thới Sơn 20, HC, Vietnam",15,,Đường Xuân Thới Sơn 20,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Văn Vân,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 8-1,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.910893,106.650022,"Đường Đông Thạnh 7-2, HC, Vietnam",,,Đường Đông Thạnh 7-2,,,,,0.2222222222222222,Hoc Mon,0.18,,Ho Chi Minh,HC,Vietnam,vn,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nhị Bình 5,Xã Nhị Bình,Huyện Hóc Môn,TP. Hồ Chí Minh",10.902585,106.684714,"5, Đường Nhị Bình 19, HC, Vietnam",5,,Đường Nhị Bình 19,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Thượng 9,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.851745,106.590894,"9, Đường Xuân Thới Thượng 9, HC, Vietnam",9,,Đường Xuân Thới Thượng 9,,,,,0.2222222222222222,Hoc Mon,0.19999999999999998,0,Ho Chi Minh,HC,Vietnam,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
