original_address,lat,lon,formatted,housenumber,name,county_code,postcode,suburb,district,street,city,county,state,state_code,country,country_code,confidence_street_level,confidence_building_level,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"Đường Thạnh Lộc 25,Phường An Phú Đông,TP. Hồ Chí Minh(Mới)",10.884364,106.684199,"25, Đường Thạnh Lộc 40, Ho Chi Minh City, HC, Vietnam",25,,,,,,Đường Thạnh Lộc 40,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Gò Cát,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,,Quan Chin,Quan 9,Ho Chi Minh,HC,Vietnam,vn,,,0.1111111111111111,0.2222222222222222,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 30/4,Phường Đông Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,,Ho Chi Minh City,,,,Vietnam,vn,,,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 12, Phường Bình Hưng Hòa,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.80568,106.60518,"Phường Bình Hưng Hòa, HC, Vietnam",,,,,,,,Phường Bình Hưng Hòa,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0.16402500000000003,0.6561000000000001,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Đông Hưng Thuận 02,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,,0.07026384083044983,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Thới,Xã Long Hòa,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường N3,Xã Ngãi Giao,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cô Giang,Phường Cầu Ông Lãnh,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,,,Quan 1,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 5,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,,,Tan Tuc,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.12682926829268293,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cây Trắc,Xã Phú Hòa Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Thới Nhất 05,Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.835318,106.613785,"05, Đường Tân Thới Nhất 2, HC, Vietnam",05,,,,,,Đường Tân Thới Nhất 2,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hà Huy Giáp,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",16.03533605197275,108.21409194707718,"Đường Hà Huy Giáp, Phường Khuê Trung, Đà Nẵng, 02363, Vietnam",,Đường Hà Huy Giáp,,02363,Phường Khuê Trung,Phường Cẩm Lệ,Đường Hà Huy Giáp,Đà Nẵng,,,,Vietnam,vn,,,0.405,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Văn Vân,Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trương Văn Đa,Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Duy Cung,Phường 12,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 34,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.01632716049382716,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 17,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",10.8026485,106.7195282,"WinMart+, 17, Đường Nguyễn Văn Thương, Ho Chi Minh City, HC 72308, Vietnam",17,WinMart+,,72308,,,Đường Nguyễn Văn Thương,Ho Chi Minh City,Phường Thạnh Mỹ Tây,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 668,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",1,Saigon Notre Dame Cathedral,,71006,Saigon,Khu phố 3,Paris Commune Square,Ho Chi Minh City,,,,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đào Trí,Phường Phú Thuận,TP. Hồ Chí Minh(Mới)",10.734325,106.741218,"Đường Đào Trí, Ho Chi Minh City, HC, Vietnam",,,,,,,Đường Đào Trí,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bến Than,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Huyện Cần Giờ,TP. Hồ Chí Minh",10.404342,106.937573,"Bệnh viện Huyện Cần Giờ, HC, Vietnam",,,CG,,,,Bệnh viện Huyện Cần Giờ,,Can Gio,Ho Chi Minh,HC,Vietnam,vn,,,0.2222222222222222,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,,,,,Quán Tre,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 19,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nội Bộ Lộ Giới 20M - Đường Nội Bộ Khu Tái Định Cư Khu Vực Cầu Bà Sáu (Xã Nhơn Đức),Xã Nhơn Đức,Huyện Nhà Bè,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Nguyễn Văn Linh,Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường A8,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,Ho Chi Minh,HC,Vietnam,vn,,,0.11704815695600473,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 144, Phường Tân Phú,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,,Ho Chi Minh City,,,,Vietnam,vn,,,0,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh Tham Lương,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,,0.07689940828402365,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Song Hành Với Đường Nguyễn Văn Linh - Đường Nội Bộ Khu Dân Cư Ven Sông,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.8554804,106.78571991823776,"Trung Tâm Đào Tạo Khu Công Nghệ Cao Thành Phố Hồ Chí Minh, Song Hành Xa Lộ Hà Nội, Khu phố 6, Ho Chi Minh City, 71300, Vietnam",,Trung Tâm Đào Tạo Khu Công Nghệ Cao Thành Phố Hồ Chí Minh,,71300,Khu phố 6,,Song Hành Xa Lộ Hà Nội,Ho Chi Minh City,Phường Tăng Nhơn Phú,,,Vietnam,vn,,,0.0911421315,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường CÁC TUYẾN ĐƯỜNG KHU DÂN CƯ CHỢ ĐẦU MỐI NÔNG SẢN THỰC PHẨM THỦ ĐỨC,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",20.946769,107.1315,"Đường Tuyển Than, QN, Vietnam",,,,,,,Đường Tuyển Than,,Ha Long,Quang Ninh,QN,Vietnam,vn,0.04938271604938271,,0.024691358024691357,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường An Phú Tây - Hưng Long,Xã Hưng Long,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 17,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.018091036558257244,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 38,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"38, Đường Thạnh Xuân 52, HC, Vietnam",38,,,,,,Đường Thạnh Xuân 52,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nhơn Đức,Xã Nhơn Đức,Huyện Nhà Bè,TP. Hồ Chí Minh",10.6737604,106.7342134,"UBND Huyện Nhà Bè, Nguyễn Bình, Nhà Bè, Vietnam",,UBND Huyện Nhà Bè,,,,,Nguyễn Bình,Nhà Bè,Xã Nhà Bè,,,Vietnam,vn,0.03333333333333333,,0.3,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới Thượng 14,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"14, Đường Xuân Thới Thượng 2, HC, Vietnam",14,,,,,,Đường Xuân Thới Thượng 2,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Tam Thôn Hiệp,Huyện Cần Giờ,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường DD5,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,,0.11566393734425066,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới An 20,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường D2, Phường Tăng Nhơn Phú A,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",10.853349597137257,106.79311168303728,"Đường D2, Khu phố 15, Ho Chi Minh City, 71300, Vietnam",,Đường D2,,71300,Khu phố 15,,Đường D2,Ho Chi Minh City,Phường Tăng Nhơn Phú,,,Vietnam,vn,,,0.12502349999999998,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 8, Phường Tăng Nhơn Phú A - Phường Tăng Nhơn Phú B,Phường Long Phước,Quận 9,TP. Hồ Chí Minh",10.82867,106.7885,"Phường Tăng Nhơn Phú B, HC, Vietnam",,,,,,,,Phường Tăng Nhơn Phú B,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường 17,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.738256,106.7083879,"17, No. 36 Tan Quy Dong, Ho Chi Minh City, 72910, Vietnam",17,,,72910,,,No. 36 Tan Quy Dong,Ho Chi Minh City,Phường Tân Hưng,,,Vietnam,vn,0.06,0.06,0.040799999999999996,0.18,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Vào Trung Tâm. Đào Tạo - Khu Công Nghệ Cao,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",10.830184,106.754289,"Rạch Đào, Ho Chi Minh City, HC, Vietnam",,,,,,,Rạch Đào,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Võ Văn Ngân,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.787963,106.623187,"Đường Võ Hoành, Ho Chi Minh City, HC, Vietnam",,,,,,,Đường Võ Hoành,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Lương Bằng,Xã Phú Xuân,Huyện Nhà Bè,TP. Hồ Chí Minh",10.6737604,106.7342134,"UBND Huyện Nhà Bè, Nguyễn Bình, Nhà Bè, Vietnam",,UBND Huyện Nhà Bè,,,,,Nguyễn Bình,Nhà Bè,Xã Nhà Bè,,,Vietnam,vn,0.03333333333333333,,0.3,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Trỗi,Phường 12,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,,Quan Phu Nhuan,Phu Nhuan,Ho Chi Minh,HC,Vietnam,vn,,,0.1111111111111111,0.2222222222222222,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 12, Phường Tăng Nhơn Phú B,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",16.0645247,108.202932,"UBND Phường Chính Gián, 12, Đường Nguyễn Tri Phương, Thanh Khê, Đà Nẵng, 50207, Vietnam",12,UBND Phường Chính Gián,,50207,Thanh Khê,Phường Thanh Khê,Đường Nguyễn Tri Phương,Đà Nẵng,,,,Vietnam,vn,0.28934010000000004,,0.14467005000000002,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 46,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"46, Đường Thạnh Xuân 52, HC, Vietnam",46,,,,,,Đường Thạnh Xuân 52,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 49,Phường Bình Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,vn,,,0.09446064139941689,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 626, 627,Xã Thái Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,,Ho Chi Minh City,,,,Vietnam,vn,,,0.225,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 127,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.017472585546307307,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 16,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường D3 (Kdc Phong Phú 4),Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 1 (Kdc Đại Phúc 9B8),Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 10 (Kdc Bình Hưng),Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lý Thường Kiệt,Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Đình Nhân,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Văn Kiểu (Đường Số 11 Khu Dân Cư Bình Phú),Phường 10,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,Ho Chi Minh,HC,Vietnam,vn,,,0.04375,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 10,Phường Phú Mỹ,Quận 7,TP. Hồ Chí Minh",10.7164332,106.7266888,"10, Đường Số 21, Ho Chi Minh City, 72915, Vietnam",10,,,72915,,,Đường Số 21,Ho Chi Minh City,Phường Tân Mỹ,,,Vietnam,vn,0.027782999999999995,0.027782999999999995,0.016503102,0.030869999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Hữu Trí,Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Điện Biên Phủ,Phường 17,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 2,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",1,Saigon Notre Dame Cathedral,,71006,Saigon,Khu phố 3,Paris Commune Square,Ho Chi Minh City,,,,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 29,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,,0.1125,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Văn Đồng,Phường Bình Lợi Trung,TP. Hồ Chí Minh(Mới)",10.7829067,106.75845158162792,"hớt tóc Trúc Phương, 304, Đường Nguyễn Thị Định, Khu phố 20, Ho Chi Minh City, 08408, Vietnam",304,hớt tóc Trúc Phương,,08408,Khu phố 20,,Đường Nguyễn Thị Định,Ho Chi Minh City,Phường Cát Lái,,,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trục Chính (Lộ Giới 20M) - Đường Nội Bộ Khu Dân Cư Phú Mỹ (Khu Tái Định Cư Phạm Hữu Lầu),Phường Phú Mỹ,Quận 7,TP. Hồ Chí Minh",20.741408,106.180033,"20m, Đường Cao Từa, HY, Vietnam",20m,,,,,,Đường Cao Từa,,Phu Cu,Hung Yen,HY,Vietnam,vn,0.321489,,0.021802368164062502,0.39690000000000003,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Văn Chẩm,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Văn Khánh,Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Hữu Thọ,Xã Nhơn Đức,Huyện Nhà Bè,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Lý Chiêu Hoàng,Phường 10,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bưng Ông Thoàn,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,,Quan Chin,Quan 9,Ho Chi Minh,HC,Vietnam,vn,,,0.1111111111111111,0.2222222222222222,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phùng Thị Chuyện,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Chí Công,Phường Phú Hữu,Quận 9,TP. Hồ Chí Minh",10.79155,106.79735,"Phường Phú Hữu, HC, Vietnam",,,,,,,,Phường Phú Hữu,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0.405,0.81,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Bình Phú,Phường 11,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Hữu Trang,Phường 10,Quận Phú Nhuận,TP. Hồ Chí Minh",10.709543,106.576825,"Đường Trần Hữu Nghiệp, HC, Vietnam",,,,,,,Đường Trần Hữu Nghiệp,,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cao Văn Ngọc,Phường Phú Trung,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 42 (Thị Trấn Củ Chi),Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Số 8, Phường Trường Thạnh,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",10.80897,106.83418,"Phường Trường Thạnh, HC, Vietnam",,,,,,,,Phường Trường Thạnh,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0.18225000000000002,0.7290000000000001,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"đường Số 668,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.015796231598435302,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Phú,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.1111111111111111,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
